Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес,,
АКВАДОК торгово-ремонтная фирма,0,https://wa.me/79212606322,,79212606322, ,,,236013  Калининград  1-я Алтайская улица  дом 29-а,,
БАЛТФИШ магазин,0,https://wa.me/79082904550,,79082904550, ,,,236039  Калининград  Портовая улица  дом 18,,
ЯХТЕННЫЕ ТОВАРЫ интернет-магазин,0,,84012337445,, ,,,236039  Калининград  Портовая улица  дом 20-в,,
ВИРА-БАЛТ,0,,84012752273,,www.vira-balt.tiu.ru,http://vk.com/gryzovoz39,,236029  Калининград  Озерная улица  дом 43,,
КОМПАНИЯ ПО АРЕНДЕ СПЕЦТЕХНИКИ ИП Панюшкин А.Г.,0,https://wa.me/79633506515,,79633506515,kaliningrad.stroytransp.ru,,,236022  Калининград  улица Генерал-Лейтенанта Озерова  дом 17-Б,,
ВЫШКА39,0,,84012270303,,vishka39.ru,,,236001  Калининград  Гаражная улица  дом 2,,
ЛОРРИ СЕРВИС ПЛЮС,0,,84012306477,, ,,,236000  Калининград,,
АВТО-СФЕРА,0,,84012762410,, ,,,236000  Калининград  улица Генерал-Лейтенанта Озерова  дом 19  офис 203,,
БЛАГОУСТРОЙСТВО,0,,84012521100,,blago39.com,,,Калининград  Заречная улица  дом 4-а,,
АВТОДИСПЕТЧЕР В КАЛИНИНГРАДЕ служба заказа пассажирского и грузового транспорта,0,,84012507111,,www.507111.ru,,,236004  Калининград  переулок Парковый  дом 5,,
КВИНТМАДИ КАЛИНИНГРАД торговая компания,0,,84012758209,, ,,,236038  Калининград  4-я Большая Окружная улица  дом 61-а,,
УМЕЛЕЦ,0,https://wa.me/79114536748,,79114536748, ,,,236029  Калининград  улица Виллима Фермора  дом 3,,
СЕРВИС ВЫШЕК И ЛЕСОВ,0,,84012759199,, ,,,236016  Калининград  Береговая улица  дом 14,,
БОБКЭТ-КАЛИНИНГРАД магазин спецавтотехники,0,,84012632660,, ,http://vk.com/gryzovoz39,,236039  Калининград  Транспортная улица  дом 1-а,,
САНТЕХМОНТАЖ строительная компания,0,,84012469276,, ,,,236038  Калининград  Орудийная улица  дом 3,,
ВОСТОК транспортная компания,0,,84012777400,,,http://vk.com/gryzovoz39,,236022  Калининград  улица Пугачева  дом 12-14,,
МОДЕРН-ТЕХНИКА торговая фирма,0,,84012520654,, ,,,236034  Калининград  улица Дзержинского  дом 246,,
МОДЕРН-ТЕХНИКА торговая фирма,0,,84012520654,, ,,,236001  Калининград  Толбухина улица  дом 22,,
CRAMO компания по прокату строительной техники,0,,84012776222,, ,,,236009  Калининград  4-я Большая Окружная улица  дом 33,,
ТОРГОВО-РЕМОНТНАЯ ФИРМА,0,https://wa.me/79118660193,,79118660193, ,,,236022  Калининград  улица Георгия Димитрова  дом 5-19,,
ТРАНЗИТ,0,,84012930171,, ,,,236000  Калининград  Горная улица  дом 3,,
Перетяжка салонов автоателье,0,,84012778853,, ,,,Калининград  Орудийная улица  дом 101,,
МОБИЛЬНЫЙ ШИНОМОНТАЖ выездная служба техпомощи,0,https://wa.me/79062151316,,79062151316, ,http://vk.com/mobishinokld,,236000  Калининград,,
ШИНОМОНТАЖНАЯ МАСТЕРСКАЯ,0,https://wa.me/79520582934,,79520582934, ,,,236010  Калининград  проспект Мира  дом 111-а,,
ГАРАЖ39 шинный центр,0,,84012656084,,montaz39.ru,,,236005  Калининград  Транспортная улица  дом 2-ж,,
ПЕРВЫЙ ВЫЕЗДНОЙ ШИНОМОНТАЖ,0,,84012400500,, ,,,236009  Калининград  улица Александра Невского  дом 189,,
Автоанклав,0,https://wa.me/79097869733,,79097869733,avtoanklav.ru,,,236000  Калининград  Большевистский переулок  дом 1-а,,
Гараж39,0,,84012509646,, ,,,236006  Калининград  Мариупольская улица  дом 14-а,,
ШИНРЕМО автосервис,0,,84012611150,,,,,236008  Калининград  улица Александра Невского  дом 120  корпус 6,,
AUTODOC.RU магазин автозапчастей,0,,84012994969,,www.autodoc.ru,https://vk.com/autodocru,,236008  Калининград  улица Александра Невского  дом 72-74а,,
КАЛИНА шинный центр,0,,84012509557,, ,,,236038  Калининград  улица Юрия Гагарина  дом 225,,
Гал-Го Трэд,0,https://wa.me/79114515080,,79114515080, ,,,236000  Калининград  улица Генерал-Лейтенанта Озерова  дом 16-б,,
PRIDE шинный центр,0,,84012539495,,www.pride.303355.ru,http://vk.com/autostudia39,,236016  Калининград  улица Грига  дом 54  ТАКСОПАРК,,
ШИНА сеть автомагазинов,0,,84012539495,,,,,,,
PIRELLI АВТОШИНЫ,0,,84012466152,,www.balt-shina.ru,,,236006  Калининград  Лесопильная улица  дом 81,,
ЖАРКОВ,0,,84012325888,, ,,,236029  Калининград  Нарвская улица  дом 49-А,,
PIRELLI АВТОШИНЫ,0,,84012954515,,,http://vk.com/autostudia39,,236034  Калининград  улица Дзержинского  дом 246-а,,
ГАРАЖ ПЛЮС тюнинговый центр,0,,84012750999,,,,,236000  Калининград  Дзержинского улица  дом 19,,
КОНТИ региональный центр автошин,0,,84012953636,, ,,,236023  Калининград  улица Космонавта Леонова  дом 66-А,,
МОРЕ ШИН,0,,84012581677,,,,,236016  Калининград  переулок Грига  дом 2-А,,
БГА,0,,84012325476,,,,,236029  Калининград  Горького улица  дом 209,,
ПОВРЕЗНЮК,0,,84012583141,,,,,236028  Калининград  улица Александра Суворова  дом 141-А,,
БИРКАЛ,0,,84012777778,,,,,236006  Калининград  Лесопильная улица  дом 81,,
РЕКОРД,0,,84012772610,,,,,236040  Калининград  Калязинская улица  дом 2,,
БАЛТТУРБОЦЕНТР,0,,84012773444,, ,,,236005  Калининград  улица Горького  дом 285,,
ВЕЛГА,0,,84012585333,,,,,236008  Калининград  улица Александра Невского  дом 120-122,,
EVA,0,https://wa.me/79622657570,,79622657570,kaliningrad.evakuator-bystro.com,,,236000  Калининград  Ленинский проспект  дом 30,,
ВЕЗЕТ ВСЕМ,0,https://wa.me/79814709404,,79814709404,vezetvsem39.ru,,,236039  Калининград  Портовая улица  дом 20,,
ФРАХТ,0,,84012524777,,www.manipulator-kaliningrad39.ru,,,236005  Калининград  Садовая улица  дом 31,,
МОБИЛЬНЫЙ ШИНОМОНТАЖ выездная служба техпомощи,0,https://wa.me/79062151316,,79062151316, ,http://vk.com/mobishinokld,,236000  Калининград,,
Автопомощь,0,,84012776008,,evakuator39bistro.ru,,,236004  Калининград  улица Аллея Смелых  дом 72,,
Эвакуатор-манипулятор,0,https://wa.me/79637384040,,79637384040,,http://vk.com/carhelper39  https://vk.com/kldhelp,,236029  Калининград  улица Гайдара  дом 96,,
Шмель,0,https://wa.me/79114566666,,79114566666,,,,236038  Калининград  улица Юрия Гагарина  дом 108,,
ВашЪ Эвакуатор,0,,84012776677,,ru39.info,http://vk.com/mobishinokld,,236010  Калининград  проспект Победы  дом 36,,
Автоанклав,0,https://wa.me/79097869733,,79097869733,avtoanklav.ru,,,236000  Калининград  Большевистский переулок  дом 1-а,,
ВЕЗЕТ служба эвакуации,0,https://wa.me/79520559999,,79520559999,39vezet.ru,http://vk.com/mobishinokld,,236016  Калининград  улица Куйбышева  дом 79-89,,
HELP служба заказа услуг,0,,84012911911,, ,https://vk.com/kldhelp  http://vk.com/evakuator_kld,,236023  Калининград  улица Каштановая Аллея  дом 177-а,,
ДИСПЕТЧЕРСКАЯ ТЕПЛОВЫХ СЕТЕЙ РТС-2 ЮЖНЫЙ,0,,84012667251,,,,,236006  Калининград  набережная Генерала Карбышева  дом 14,,
АВАРИЙНО-РЕМОНТНАЯ И ДИСПЕТЧЕРСКАЯ СЛУЖБА № 1,0,,84012671504,, ,http://vk.com/avariynayasluzhba,,236039  Калининград  улица Чаадаева  дом 15,,
ЭКОСПАС Калининградский центр,0,,84012732344,, ,,,236034  Калининград  улица Энергетиков  дом 4/8,,
АВАРИЙНО-РЕМОНТНАЯ СЛУЖБА,0,,84012400866,, ,,,236034  Калининград  улица Левитана  дом 58  к1,,
СЛУЖБА ОБРАБОТКИ ВЫЗОВОВ СИСТЕМЫ 112,0,,84012311240,, ,,,236003  Калининград  Московский проспект  дом 190,,
ГАЗОВЫЕ ТЕХНОЛОГИИ компания,0,https://wa.me/79114590541,,79114590541,smo-gaz.ru,,,236022  Калининград  Советский проспект  дом 14-16,,
РЕГИОНГАЗ компания,0,https://wa.me/79114590432,,79114590432,gazifika.top,,,236010  Калининград  проспект Победы  дом 204,,
ТРАНСГАЗ,0,,84012398494,,,,,236010  Калининград  улица Добролюбова  дом 25,,
НАШ МАСТЕР,0,,84012335520,, ,,,236039  Калининград  Железнодорожная улица  дом 41,,
АНТИВЗЛОМЩИК,0,,84012386633,,www.kluch-kgd.ru,,,236000  Калининград,,
КАЛИНИНГРАДТЕПЛОСЕТЬ МУП,0,,84012957079,, ,,,236000  Калининград  Нарвская улица  дом 58,,
СЛУЖБА 700 700,0,,84012700700,,www.700700.ru,,,236000  Калининград  Нарвская улица  дом 47-в,,
ОТКРЫВАШКА сервисный центр,0,,84012509696,,,,,236005  Калининград  Павлика Морозова улица  дом 96,,
ЗАМКИ СЕРВИС мастерская,0,,84012509696,,,,,236005  Калининград  Павлика Морозова улица  дом 96,,
ГОРСВЕТ электротехническая компания,0,,84012534262,,,,,236006  Калининград  Ленинский проспект  дом 5,,
СВЕТОСПЕКТР,0,,84012534262,,,,,236006  Калининград  Ленинский проспект  дом 5,,
АВАРИЙНО-ДИСПЕТЧЕРСКАЯ СЛУЖБА ТЕПЛОСЕТИ,0,,84012965058,,,,,236022  Калининград  Нарвская улица  дом 58,,
Водоканал МП КХ Водопроводно-канализационный участок поселок Прибрежный,0,,84012730451,,,,,238901  Калининград  Заводская улица  дом 31/1,,
ОТИС ЛИФТ лифтовая аварийная служба,0,,84012735796,,,,,236029  Калининград  Согласия улица  дом 19,,
ОТИС ЛИФТ круглосуточная городская аварийная лифтовая служба,0,,84012339811,,,,,236016  Калининград  улица 9 Апреля  дом 5,,
ОТИС ЛИФТ лифтовая аварийная служба,0,,84012646665,,,,,236039  Калининград  Чаадаева улица  дом 27,,
ОТИС ЛИФТ,0,,84012937271,,,,,236029  Калининград  Адмирала Макарова улица  дом 2,,
ЛИФТ СЕРВИС аварийная лифтовая служба,0,,84012391148,,,,,236016  Калининград  улица Фрунзе  дом 6,,
ДЖОКЕРавто,0,,88003016084,,pts.zaimpodolsk.ru,,,236006  Калининград  Московский проспект  дом 40,,
РОСТОВЩИКЪ автоломбард,0,,84012655433,,www.autolombard39.ru,https://vk.com/autolombard39,,Калининград   , ул. Яблочная 3,
АВТОЛОМБАРД №1,0,,84012777116,,www.alombard1.ru,,,236000  Калининград  улица Гайдара  дом 116,,
АВТОЛОМБАРД,0,,84012539336,,,,,236006  Калининград  Мариупольская улица  дом 14  этаж 2  ТЦ СЕДЬМОЙ КОНТИНЕНТ,,
РИВИКА автоломбард,0,,84012329142,, ,http://vk.com/rasprodazha_lombard,,236029  Калининград  улица Горького  дом 117-139,,
ПЕРВЫЙ ГОРОДСКОЙ АВТОЛОМБАРД,0,,84012900199,, ,http://vk.com/rasprodazha_lombard,,236005  Калининград  Киевская улица  дом 159-161,,
ПЕРВЫЙ ГОРОДСКОЙ АВТОЛОМБАРД,0,,84012900299,,citylomb.ru,http://vk.com/rasprodazha_lombard,,236029  Калининград  улица Черняховского  дом 15  вход с ул. Профессора Баранова,,
ГАГАРИН автоломбард,0,,84012391973,, ,http://vk.com/rasprodazha_lombard,,236038  Калининград  Юбилейная улица  дом 2  1 этаж,,
КОНТА СТИЛЬ швейная студия,0,,84012937780,,,,,236001  Калининград  улица Старшего Лейтенанта Сибирякова  дом 54,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОДЕЖДЫ ИП Катков П.А.,0,https://wa.me/79118550641,,79118550641, ,,,236001  Калининград  улица Горького  дом 150,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОДЕЖДЫ ИП Катков П.А.,0,https://wa.me/79114517279,,79114517279, ,,,236040  Калининград  Пролетарская улица  дом 73,,
АНЮТА магазин-мастерская,0,https://wa.me/79097887588,,79097887588,,,,236001  Калининград  улица Генерала Челнокова  дом 11  лит А,,
ВОЕНТОРГ-ЗАПАД ателье,0,https://wa.me/79062106859,,79062106859, ,,,236022  Калининград  улица Шиллера  дом 3,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОДЕЖДЫ ИП Новичкова С.Н.,0,https://wa.me/79097756777,,79097756777,,,,236039  Калининград  Краснооктябрьская улица  дом 10,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОДЕЖДЫ И ОБУВИ,0,https://wa.me/79114557654,,79114557654,,,,236006  Калининград  Ленинский проспект  дом 67-в,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОДЕЖДЫ,0,https://wa.me/79113469551,,79113469551, ,,,236011  Калининград  Интернациональная улица  дом 58-а,,
ИННА ателье,0,https://wa.me/79210073844,,79210073844,,,,236011  Калининград  улица Олега Кошевого  дом 11,,
АТЕЛЬЕ ПО РЕМОНТУ И ПОШИВУ ОДЕЖДЫ,0,https://wa.me/79520523762,,79520523762,,,,236022  Калининград  улица Генерал-Лейтенанта Озерова  дом 17  корпус 1,,
ШВЕЙНАЯ ФУРНИТУРА,0,https://wa.me/79527966202,,79527966202,,,,236001  Калининград  улица Генерала Челнокова  дом 11-а,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОДЕЖДЫ,0,https://wa.me/79005628517,,79005628517, ,,,236013  Калининград  Лужская улица  дом 12,,
ИРВИТ швейная мастерская,0,,84012523084,, ,,,236034  Калининград  улица Подполковника Емельянова  дом 223,,
АТЕЛЬЕ-СТУДИЯ ЕЛЕНЫ ЖУКОВОЙ,0,https://wa.me/79118549629,,79118549629,,,,236010  Калининград  улица Пушкина  дом 11  а,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОДЕЖДЫ,0,https://wa.me/79814607470,,79814607470,,,,236038  Калининград  улица Юрия Гагарина  дом 16  е,,
АТЕЛЬЕ ПО РЕМОНТУ И ПОШИВУ ОДЕЖДЫ ИП Мирзабеков В. М.,0,,84012423502,, ,,,236016  Калининград  улица Фрунзе  дом 62,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОДЕЖДЫ ИП Уразаева Н.Л.,0,https://wa.me/79022528904,,79022528904,,,,236011  Калининград  Интернациональная улица  дом 25  з,,
ЕВРО-СОМ склад-магазин,0,,84012673399,,,,,236038  Калининград  улица Куйбышева  дом 98,,
МОНТЕ РЕНТА компания,0,https://wa.me/79118675505,,79118675505,monterenta39.tilda.ws,,,236001  Калининград  улица Горького  дом 83-а,,
ДУС КАЛИНИНГРАД строительная организация,0,https://wa.me/79114755500,,79114755500, ,http://vk.com/iddistools  http://vk.com/club75969435,,236006  Калининград  Ленинский проспект  дом 67-Б  1 этаж  центр Меркурий,,
МАЛАЯ ТЕХНИКА компания по аренде строительного оборудования,0,https://wa.me/79210069763,,79210069763,www.mt39.ru,http://vk.com/club75969435,,236009  Калининград  улица Александра Невского  дом 187,,
МОНТАЖСТРОЙОБОРУДОВАНИЕ компания,0,https://wa.me/79022518598,,79022518598,vk.com/club75969435,http://vk.com/club75969435,,236001  Калининград  Кутаисский переулок  дом 5,,
ИДДИС салон профессионального инструмента,0,,84012530103,, ,http://vk.com/iddistools  http://vk.com/club75969435,,236038  Калининград  улица Юрия Гагарина  дом 74-76а  1 этаж,,
ПРО-Прокат,0,,84012366571,,pro-prokat.ru,,,Калининград  улица Горького  дом 101,,
Fotomig,0,https://wa.me/79062145900,,79062145900, ,https://vk.com/happyfamilykaliningrad,,Калининград  Театральная улица  дом 35,,
Bosh-Профи,0,https://wa.me/79632941259,,79632941259,,http://vk.com/iddistools,,Калининград  Октябрьская улица  дом 51,,
Пробиотик-вест,0,https://wa.me/79114557472,,79114557472,,,,236000  Калининград  Ялтинская улица  дом 134,,
Фото прокат №\xa01,0,,84012695090,,prokat-foto.ru,http://vk.com/iddistools,,Калининград  Ленинский проспект  дом 67-б,,
БГК служба проката опалубки и строительных лесов,0,,84012904396,,,,,236023  Калининград  улица Маршала Борзова  дом 90-а,,
ГЕОДЕВАЙС ГЕОДЕЗИЯ,0,,84012200102,, ,http://vk.com/exist  http://vk.com/iddistools  http://vk.com/club75969435,,236022  Калининград  улица Генерал-Лейтенанта Озерова  дом 19-19в,,
СМАРТ СЕРВИС группа компаний,0,,84012508335,, ,,,236022  Калининград  улица Генерал-Лейтенанта Озерова  дом 17  корпус 1,,
GOOD-OK39 ремонтная компания,0,https://wa.me/79506767678,,79506767678,Good-ok39.ru,,,236006  Калининград  Театральная улица  дом 13-19,,
АВИАМОБАЙЛ центр ремонта гаджетов и телевизоров,0,https://wa.me/79097895678,,79097895678,vk.com/id_aviamobail,http://vk.com/id_aviamobail,,236023  Калининград  улица Маршала Борзова  дом 43,,
СЕРВИСНЫЙ ЦЕНТР,0,,84012527171,,,,,236039  Калининград  улица Багратиона  дом 111,,
SMARTLINE39 сервисный центр,0,,84012636056,, ,http://vk.com/club163084496,,236011  Калининград  Батальная улица  дом 62  г,,
ДОКТОР ГИЗМО сервисный центр мобильной техники,0,,84012422520,,vk.com/doctorgizmo,http://vk.com/doctorgizmo,,236006  Калининград  улица Генерала Буткова  дом 16,,
СЕРВИС+,0,https://wa.me/79052490002,,79052490002,39-tv.ru,,,236022  Калининград  площадь Победы  дом 4,,
ЦИФРОВИК сервисный центр,0,https://wa.me/79527978877,,79527978877,vk.com/cifrovik39,http://vk.com/cifrovik39,,236010  Калининград  улица Менделеева  дом 4,,
КОНТАКТ ЛТД,0,,84012213512,, ,,,236000  Калининград  улица Кирова  дом 1,,
ЭКРАН,0,,84012443962,, ,,,236039  Калининград  Ленинский проспект  дом 76-А,,
ТЕХНО-ПОЗИТИВ сервисная фирма,0,,84012508917,,,,,236005  Калининград  Павлика Морозова улица  дом 115,,
ЭКСПРЕСС-СЕРВИС мастерская,0,https://wa.me/79114741040,,79114741040,,https://vk.com/39service,,236023  Калининград  улица Чекистов  дом 19,,
ЭКРАН телеателье,0,,84012642636,, ,,,236039  Калининград  Ленинский проспект  дом 76-а,,
ПРОФИ СЕРВИС сервисный центр,0,,84012930073,, ,,,236010  Калининград  Победы проспект  дом 3,,
РЕМОНТНАЯ МАСТЕРСКАЯ ТЕЛЕВИЗОРОВ,0,,84012765137,,,,,236022  Калининград  улица Мусоргского  дом 10,,
РЕМ-СЕРВИС ремонтная мастерская,0,,84012508664,, ,,,236039  Калининград  Новый Вал улица  дом 32-34,,
РЕМОНТНАЯ МАСТЕРСКАЯ,0,https://wa.me/79062112358,,79062112358,,,,236011  Калининград  Ульяны Громовой улица  дом 59-а,,
РЕМОНТ БЫТОВОЙ ТЕХНИКИ Лепешкин ИП,0,,84012652233,,,,,236005  Калининград  Судостроительная улица  дом 1,,
ЭКРАН,0,,84012443962,, ,,,236039  Калининград  Ленинский проспект  дом 76-А,,
МАГИЯ РУКОДЕЛИЯ магазин,0,https://wa.me/79527905404,,79527905404,,,,236005  Калининград  Киевская улица  дом 95,,
ГОБЕЛЕНОВЫЙ РАЙ салон,0,https://wa.me/79114525980,,79114525980,,,,236001  Калининград  Нарвская улица  дом 112,,
РАМКИ-РАМОЧКИ ПТФ,0,,84012582381,,,,,236016  Калининград  Стекольная улица  дом 39/41,,
АРТ & БАГЕТ,0,,84012582381,,,,,,,
Нарезка Стекла,0,,84012605272,, ,,,236011  Калининград  Тихорецкий тупик  дом 1/3,,
Мир рамок,0,,84012641155,,,,,Калининград  Ленинский проспект  дом 100,,
Комод и камни,0,,84012390119,,,,,Калининград  Театральная улица  дом 35,,
РЕНТА торгово-прокатная компания,0,https://wa.me/79097789601,,79097789601,renta39.su,,,236010  Калининград  проспект Победы  дом 189  Б,,
ОБЩЕСТВЕННЫЙ ТУАЛЕТ,0,https://wa.me/79673536913,,79673536913,,,,236023  Калининград  улица Маршала Борзова  дом 58  строение 1,,
ПЛАТНЫЙ ОБЩЕСТВЕННЫЙ ТУАЛЕТ,0,,84012926655,, ,,,236022  Калининград  Советский проспект  дом 8,,
БАЛТЭКО,0,,84012387377,, ,,,236039  Калининград  Краснооктябрьская улица  дом 17  офис 303,,
ТЭТФОРД ТФ,0,,84012631888,,,,,236039  Калининград  Краснооктябрьская улица  дом 17  офис 300,,
ЭКОСЕРВИС группа компаний,0,,84012777207,, ,,,236039  Калининград  Краснооктябрьская улица  дом 17  офис 300,,
ТОЙ-ТОЙ КАЛИНИНГРАД,0,,84012930089,,,,,236010  Калининград  Победы проспект  дом 3,,
БАЛТ-ЭКО торговая фирма,0,,84012768365,,,,,236039  Калининград  Железнодорожная улица  дом 7-в,,
ДИКСИ-БАЛТИЯ торгово-сервисная фирма,0,,84012508508,,,,,236029  Калининград  Горького улица  дом 55,,
ТЭТФОРД торговая компания,0,,84012757586,,,,,236039  Калининград  Краснооктябрьская улица  дом 17,,
РОСЭКО торговая компания,0,,84012534896,, ,,,236006  Калининград  Больничная улица  дом 24,,
КЛИН ЭКСПЕРТ,0,,84012422688,, ,,,236023  Калининград  Красная улица  дом 247  к2,,
КЛИНИНГОВАЯ КОМПАНИЯ 39 компания по благоустройству территорий и уходу за объектами недвижимости,0,,84012531836,, ,,,236006  Калининград  улица Маршала Баграмяна  дом 4,,
ЗЕМЛЕЧИСТ компания,0,,84012430052,,xn--e1aaegnf2bi6b.xn--p1ai,http://vk.com/zemlechist,,236023  Калининград  улица Лейтенанта Яналова  дом 42-Б,,
КВАНТ КД компания,0,https://wa.me/79216134101,,79216134101,,,,236003  Калининград  Московский проспект  дом 186/1,,
БАЛТЧИСТСЕРВИС клининговая компания,0,,84012605006,,www.bchs.ru,,,236023  Калининград  Красная улица  дом 247  корпус 2  офис 26,,
КЕНИГ СТОУН,0,,84012522034,, ,,,236000  Калининград  улица Сергеева  дом 2  оф.406,,
ЗАПАДНЫЙ КОНТИНЕНТ ИНВЕСТ,0,,84012450982,,,,,236001  Калининград  Московский проспект  дом 201,,
БЛАГОУСТРОЙСТВО-КД,0,,84012669010,,,,,236039  Калининград  Ленинский проспект  дом 131,,
ДЕКОРАТИВНЫЕ КУЛЬТУРЫ,0,,84012453462,,,,,236034  Калининград  Дзержинского улица  дом 205-а,,
КСИЛ КАЛИНИНГРАД торговая организация,0,,84012307060,,www.ksilkoenig.ru,,,236006  Калининград  Октябрьская улица  дом 8  офис 521  ДЦ РЫБНАЯ БИРЖА,,
УМЕЛЕЦ + фирма по комплексному благоустройству,0,,84012767060,,,,,236029  Калининград  улица Виллима Фермора  дом 3  офис 29,,
ЗЕЛЕНСТРОЙ садово-парковое предприятие,0,,84012211807,,,,,236000  Калининград  Комсомольская улица  дом 2-а,,
ЕВРОСТРОЙ строительная организация,0,,84012510920,,eurostroy39.ru,,,236006  Калининград  улица Толбухина  дом 20,,
ЛАНДШАФТ-СЕРВИС,0,,84012770404,,,,,236039  Калининград  Полоцкая улица  дом 45,,
ФРАНКОНИЯ-39 компания по благоустройству улиц,0,,84012603702,, ,,,236023  Калининград  Ломоносова переулок  дом 5,,
КЁНИГСГАРТЕН ландшафтно-дизайнерская фирма,0,,84012390472,,www.konigsgarten.ru,,,236006  Калининград  Октябрьская площадь  дом 8,,
КАЛИНИНГРАДСКАЯ СЛУЖБА ЗАКАЗЧИКА МУ,0,,84012534757,, ,,,236016  Калининград  улица Подполковника Иванникова  дом 1,,
БАЛТСЕРВИС компания по продаже и ремонту бытовой техники,0,https://wa.me/79520592035,,79520592035, ,,,236029  Калининград  улица Старшего Лейтенанта Сибирякова  дом 21,,
СЕРВИСНЫЙ ЦЕНТР,0,,84012973223,,,,,236022  Калининград  улица Мусоргского  дом 21,,
#ХЭШТЭК сервисный центр,0,,84012398982,, ,,,236010  Калининград  проспект Мира  дом 136,,
МАСТЕРСКАЯ ПО РЕМОНТУ ЭЛЕКТРОНИКИ И БЫТОВОЙ ТЕХНИКИ,0,https://wa.me/79118545648,,79118545648,,,,236005  Калининград  улица Павлика Морозова  дом 96,,
ДОБРЫЙ МАСТЕР центр ремонта стиральных машин,0,,84012526613,, ,,,236001  Калининград  Туруханская улица  дом 1  лит К,,
RSM39 служба ремонта стиральных машин,0,,84012373967,, ,,,236039  Калининград  улица Багратиона  дом 49,,
КОМПАНИЯ ПО РЕМОНТУ ХОЛОДИЛЬНИКОВ И СТИРАЛЬНЫХ МАШИН,0,https://wa.me/79618615654,,79618615654, ,,,236039  Калининград  Ленинский проспект  дом 131,,
ВАШ СЕРВИС,0,https://wa.me/79527923990,,79527923990,,,,236001  Калининград  улица Старшего Лейтенанта Сибирякова  дом 21,,
КОМПАНИЯ ПО РЕМОНТУ ХОЛОДИЛЬНИКОВ,0,https://wa.me/79298307379,,79298307379,,,,236022  Калининград  улица Москвина  дом 1,,
МАСТЕРСКАЯ ПО РЕМОНТУ СТИРАЛЬНЫХ МАШИН,0,https://wa.me/79189396389,,79189396389,,,,236010  Калининград  улица Белинского  дом 38,,
МАСТЕРСКАЯ ПО РЕМОНТУ ХОЛОДИЛЬНИКОВ стиральных машин и электроплит,0,https://wa.me/79298454953,,79298454953,,,,236011  Калининград  Батальная улица  дом 72-86,,
МАСТЕРСКАЯ ПО РЕМОНТУ СТИРАЛЬНЫХ МАШИН,0,https://wa.me/79189396389,,79189396389,,,,236011  Калининград  Автомобильная улица  дом 15,,
БЕЗГОДОВ,0,,84012365882,, ,,,236008  Калининград  Чехова улица  дом 1,,
БЫТДЕТАЛЬ,0,,88003501775,,kaliningrad.bitdetal.ru,,,236039  Калининград  Старопрегольская набережная  дом 10-А,,
ФРИОСЕРВИС сервисная фирма,0,https://wa.me/79216150009,,79216150009, ,,,236010  Калининград  Ремонтная улица  дом 1-53,,
УЮТ,0,,84012753539,, ,,,236039  Калининград  Эпроновская улица  дом 33,,
ВЕГА,0,,84012434904,, ,,,236038  Калининград  улица Юрия Гагарина  дом 41/45,,
CleanMaster химчистка,0,https://wa.me/79521114434,,79521114434,www.cleanmaster39.ru,,,236010  Калининград  Бассейная улица  дом 55,,
ХАУСМАСТЕР,0,,84012904473,,hausmaster.org,,,236008  Калининград  Верхнеозерная улица  дом 33-а,,
КЛЮЧ-МАСТЕР мастерская по изготовлению ключей,0,,84012900614,,ключ-мастер.рф,,,236029  Калининград  улица Согласия  дом 1,,
ДОМ СЕРВИСА,0,,84012463222,,,,,236006  Калининград  улица Фрунзе  дом 6,,
АНГЕЛ,0,,84012332674,,,,,236010  Калининград  Красносельская улица  дом 83,,
БАЛТ-АКТОР,0,,84012217841,,,,,236000  Калининград  проспект Мира  дом 98,,
ОМС-КАЛИНИНГРАД,0,,84012992210,,www.omc.ru,,,236000  Калининград  Барнаульская улица  дом 2-а,,
ДОМАШНИЙ МАСТЕР,0,,84012757450,,,,,236006  Калининград  Московский проспект  дом 186,,
МИСТЕР ПРОКАТ,0,,84012524564,,www.39prokat.ru,,,236006  Калининград  улица Шевченко  дом 2  ТК СТАРАЯ БАШНЯ  пав. 11,,
Сервисдом24,0,,84012904225,,servisdom24.ru,,,Калининград  улица Александра Невского  дом 57,,
Служба бытовых услуг,0,https://wa.me/79114554415,,79114554415,,,,Калининград  Батальная улица  дом 62-а,,
Городская техническая служба,0,https://wa.me/79052435709,,79052435709,service.gts39.ru,,,Калининград  улица Генерал-Лейтенанта Озерова  дом 19,,
Fresh,0,https://wa.me/79110727333,,79110727333,freshclean39.wix.com,,,Калининград  Пролетарская улица  дом 24,,
Домашний мастер,0,,84012760506,,sdelaem39.ru,,,Калининград  улица Багратиона  дом 75,,
Центр сервиса услуг Уют,0,https://wa.me/79637387276,,79637387276,,,,Калининград  Эпроновская улица  дом 33,,
Masterdoors39,0,https://wa.me/79003536436,,79003536436,masterdoors39.ru,,,Калининград  улица Маяковского  дом 12,,
