Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
МАСТЕР ХОДИК,0,,88162555301,,mx53.ru,,,173016  Великий Новгород  улица Менделеева  дом 2-а
DNS  сервисный центр,0,,88124493033,,service.dns-shop.ru,https://vk.com/servisecenter_dns  http://vk.com/grizzly_guru,,173000  Великий Новгород  улица Попова  дом 10
ЦЕНТР РЕМОНТА ТЕЛЕВИЗОРОВ,0,,88162603750,,remont-bytovoj-tehniki.ru,http://vk.com/grizzly_guru,,173002  Великий Новгород  Новолучанская улица  дом 33  корпус 2
НОВГОРОДСКАЯ БАГЕТНАЯ МАСТЕРСКАЯ,0,https://wa.me/79517269365,,79517269365, ,http://vk.com/novframe,,173020  Великий Новгород  Большая Московская улица  дом 61  корпус 1
НОВГОРОДСКАЯ БАГЕТНАЯ МАСТЕРСКАЯ,0,https://wa.me/79517269355,,79517269355, ,http://vk.com/novframe,,173024  Великий Новгород  улица Кочетова  дом 10
АРТ СИТИ  багетная мастерская,0,,88162556545,,,,,173001  Великий Новгород  Стратилатовская улица  дом 1/11
ЛЮКС,0,,88162335480,,,,,173000  Великий Новгород  набережная Реки Гзень  дом 9
Фото Сплав XXI Век  фотоцентр,0,,88162623368,,,http://vk.com/53photoprint  http://vk.com/petlyakovphotographer,,173016  Великий Новгород  улица Ломоносова  дом 9
СПЕЦСТРОЙМОНТАЖ  компания,0,,88162998994,,,,,173021  Великий Новгород  Нехинская улица  дом 55-Б
ТРОИЦА,0,,88162600339,, ,http://vk.com/club43207333,,173007  Великий Новгород  Троицкая улица  дом 43  корпус 3
ЛОРИЕН  фирма по благоустройству территорий,0,https://wa.me/79116013475,,79116013475,www.lorien-nov.ru,,,173000  Великий Новгород  улица Герасименко-Маницына  дом 20
МИЛАВА-ПАРК,0,,88162674141,, ,,,173021  Великий Новгород  улица Ломоносова  дом 22-Б
ТИТАН СН  ТФ,0,,88162772103,, ,,,173003  Великий Новгород  улица Германа  дом 35-а
СКАУТ  сервисная фирма,0,,88162555324,, ,,,173008  Великий Новгород  улица Щусева  дом 10  корпус 3
ЭКОСИТИ  компания по вывозу и утилизации отходов,0,,88162909689,, ,,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 107
СЕВЕРО-ЗАПАДНЫЙ  экологический центр,0,,88162604870,,,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 80
АЛЕКСДОР  ремонтная компания,0,,88162551804,, ,,,173021  Великий Новгород
КРИСТА,0,,88162502506,, ,,,173007  Великий Новгород  Троицкая улица  дом 43  корпус 4
МАСТЕР КЛИНИНГ  клининговая компания,0,,88162603566,,clean53.ru,,,173021  Великий Новгород  Нехинская улица  дом 55-Б
Управляющая фирма Новэнергосервис,0,,88162774623,,,,,173001  Великий Новгород  Большая Санкт-Петербургская улица  дом 3
Спецтех53,0,,88162555055,,specteh53.ru,,,173000  Великий Новгород  улица Державина  дом 5
CLEAN СЕРВИС  клининговая компания,0,https://wa.me/79539055900,,79539055900,,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  строение 13  309 офис
МАСТЕРСКАЯ ПО РЕМОНТУ БЫТОВОЙ ТЕХНИКИ  ИП Маркеев М.Н.,0,https://wa.me/79062004857,,79062004857, ,,,173016  Великий Новгород  проспект Александра Корсунова  дом 12  а
НОВСОВИНСЕРВИС  сервисный центр,0,,88162556541,,,,,173000  Великий Новгород  Федоровский Ручей улица  дом 2/13
УНИВЕРСАЛ  сервисный центр,0,,88162673387,, ,,,173018  Великий Новгород  проспект Александра Корсунова  дом 36  корпус 1
ЭКРАН,0,,88162654010,,,,,173018  Великий Новгород  проспект Александра Корсунова  дом 38  корпус 4
ВЫЕЗДНАЯ СЛУЖБА ПО РЕМОНТУ СТИРАЛЬНЫХ МАШИН,0,,88162552249,, ,https://vk.com/coffee_tea_velikiynovgorod,,173021  Великий Новгород
РЕМБЫТТЕХ,0,https://wa.me/79212014266,,79212014266, ,,,173009  Великий Новгород  Псковская улица  дом 44  корпус 1
ВЫЕЗДНАЯ СЛУЖБА ПО РЕМОНТУ ХОЛОДИЛЬНИКОВ,0,,88162922778,, ,https://vk.com/coffee_tea_velikiynovgorod,,173024  Великий Новгород  проспект Александра Корсунова  дом 32
БАД-СЕРВИС  выездная служба по ремонту стиральных машин,0,,88162603239,, ,,,173021  Великий Новгород
ПИОНЕР СЕРВИС  сервисный центр,0,,88162785001,,www.pioneer-service.ru,,,173014  Великий Новгород  Заставная улица  дом 2  корпус 6
РЕМСЕРВИС  торгово-сервисный центр,0,,88162332043,, ,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  строение 11
АКВА ДРАЙВ,0,,88162601061,, ,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  строение 11
РИК СЕРВИС  сервис-центр,0,,88162222272,, ,,,173020  Великий Новгород  улица Рахманинова  дом 3
VNK СЕРВИС  ИП Василенко Е.В.,0,https://wa.me/79524840509,,79524840509, ,http://vk.com/club34135901,,173526  Новгородская область  Новгородский район  поселок Панковка  Индустриальная улица  дом 4  корпус 1  1 подъезд
ГАРАНТ  торгово-ремонтная компания,0,,88162607540,, ,https://vk.com/coffee_tea_velikiynovgorod,,173016  Великий Новгород  улица Космонавтов  дом 36
ВЕСТА  сервисная компания,0,,88162605912,, ,,,173024  Великий Новгород  проспект Александра Корсунова  дом 51  1 этаж
СЛУЖБА ПО РЕМОНТУ ХОЛОДИЛЬНИКОВ,0,,88162601575,, ,,,173008  Великий Новгород  Рабочая улица  дом 6-а  2 этаж
КОМПАНИЯ ПО РЕМОНТУ ХОЛОДИЛЬНИКОВ  ИП Мачикин Ю.В.,0,,88162661411,, ,https://vk.com/coffee_tea_velikiynovgorod,,173020  Великий Новгород  улица Рахманинова  дом 3
ЛУЧ,0,,88162620312,, ,https://vk.com/remontigrushekvn,,173016  Великий Новгород  улица Ломоносова  дом 12
РУСЬ  дом быта,0,,88165654547,,,,,174150  Новгородская область  Шимск  Новгородская улица  дом 19
СПЕЦСТРОЙ,0,,88165142454,, ,,,175310  Новгородская область  Демянск  Ленина улица  дом 15
Частный Мастер,0,,88162925601,,,,,Великий Новгород  улица Кочетова  дом 9
Сleaning-bc  клининговая компания,0,,88162339920,, ,,,173015  Великий Новгород  Псковская улица  дом 24
Ателье на дому,0,,88162624207,,,,,Великий Новгород  улица Менделеева  дом 12
ЭкоДом,0,,88162559300,,,,,173000  Великий Новгород  Студенческая улица  дом 2-а
ИНЖКОМ,0,,88162603765,,,,,173000  Великий Новгород  Нехинская улица  дом 46-а
ЭКОСЕРВИС,0,https://wa.me/79211994075,,79211994075, ,,,Великий Новгород  Керамическая улица  дом 1-а
ТЕХНОСТРОЙПРОЕКТ  строительно-проектная компания,0,https://wa.me/79524826997,,79524826997,,,,173001  Великий Новгород  Стратилатовская улица  дом 12  306 офис
САНТЕХПОМОЩЬ,0,,88162649099,, ,http://vk.com/santexhelp,,173021  Великий Новгород  улица Попова  дом 13  корпус 1
ИЛЬМЕРА,0,,88162948383,,sk-ilmera.ru,,,173014  Великий Новгород  Московская улица  дом 53  42-53 офис  4 этаж
СК-МОНТАЖ СЕРВИС,0,https://wa.me/79095657196,,79095657196,,,,Великий Новгород  Тихвинская улица  дом 9/11  8 кабинет
ГЕЙЗЕР,0,,88162793709,, ,,,173507  Новгородская область  Новгородский район  деревня Сырково  Лесная улица  дом 23  1 этаж
ЭНЕРГЕТИК  инженерно-строительная монтажная компания,0,https://wa.me/79021497837,,79021497837, ,,,173003  Великий Новгород  Великая улица  дом 22  строение 1  8 офис  2 этаж
СлавАква,0,,88003333253,,slavaqua.ru,,,Великий Новгород  Базовый переулок  дом 13
Теплоруссия в Великом Новгороде  представительство,0,https://wa.me/79169738405,,79169738405,novgorod.teploruss.ru,,,Великий Новгород  Большая Санкт-Петербургская улица  дом 85/2
Эверест строй,0,https://wa.me/79633338327,,79633338327,,,,Великий Новгород  Славная улица  дом 60
Логика,0,,88162558879,,logika-vn.ru,,,Великий Новгород  Морозовская улица  дом 6
Электромонтаж,0,https://wa.me/79082269388,,79082269388,,,,Великий Новгород  улица Щусева  дом 8  корпус 1
Центр очистки воды и водоснабжения,0,https://wa.me/79219617181,,79219617181,,,,Великий Новгород  проспект Мира  дом 17
СолисАктив  торгово-монтажная компания,0,,88162900299,,climat53.ru,,,Великий Новгород  Большая Санкт-Петербургская улица  дом 82-а
ЛОФТ,0,https://wa.me/79116253070,,79116253070,,,,173020  Великий Новгород  Студенческая улица  дом 14  2 этаж
ЗАМКОФФ  служба вскрытия замков,0,https://wa.me/79250195622,,79250195622,velikij-novgorod.lockeddoor.ru,,,173021  Великий Новгород  проспект Мира  дом 3
НОВГОРОДСКИЙ ДОМОВОЙ  сервисная компания,0,,88162605301,, ,,,173507  Новгородская область  Новгородский район  деревня Сырково  Лесная улица  дом 23
Орион,0,,88162555714,,orion-vn.ru,,,Великий Новгород  Псковская улица  дом 14
Аварийное вскрытие замков Великий Новгород,0,https://wa.me/79607844144,,79607844144,open-locks.ru,,,173003  Великий Новгород  Октябрьская улица  дом 9
ПСКОВВТОРМЕТ,0,https://wa.me/79210032060,,79210032060, ,,,173008  Великий Новгород  Сырковское шоссе  дом 25  ст1
БИЗНЕСМЕТАЛЛТРАНС  компания,0,https://wa.me/79116003083,,79116003083,,,,173008  Великий Новгород  Рабочая улица  дом 32  к1
СДАЙХЛАМ,0,https://wa.me/79116003121,,79116003121,lom-vn.ru,http://vk.com/club158446819,,173008  Великий Новгород  Рабочая улица  дом 23  ст1
ЭКОТЕХНОЛОГИИ  центр по скупке аккумуляторов  катализаторов  сажевых фильтров,0,,88162901819,,vk.com/katalisatorakb,http://vk.com/katalisatorakb,,173020  Великий Новгород  улица Якова Павлова  дом 3
ПУНКТ ПРИЕМА МЕТАЛЛОЛОМА,0,,88162926119,,,,,173008  Великий Новгород  Рабочая улица  дом 36  к2 ст1
МАГНИТ  металлобаза,0,,88162900333,, ,,,173008  Великий Новгород  Магистральная улица  дом 9  Б
WASTE  пункт приема вторсырья,0,,88162600380,, ,,,173007  Великий Новгород  Троицкая улица  дом 43  корпус 3
ПУНКТ ПРИЕМА ЦВЕТНОГО И ЧЕРНОГО МЕТАЛЛОЛОМА,0,,88162799936,,,,,173526  Новгородская область  Новгородский район  поселок Панковка  Индустриальная улица  дом 19
ПУНКТ ПРИЕМА МЕТАЛЛА И МАКУЛАТУРЫ,0,https://wa.me/79095654434,,79095654434,,,,173024  Великий Новгород  проспект Александра Корсунова  дом 32  к1
ПУНКТ ПРИЕМ ЦВЕТНОГО МЕТАЛЛОЛОМА,0,https://wa.me/79217063118,,79217063118, ,,,173021  Великий Новгород  Нехинская улица  дом 59-а
ПУНКТ ПРИЕМА МЕТАЛЛОЛОМА,0,,88162928835,, ,,,173020  Великий Новгород  Московская улица  дом 55
ФАВОРИТ  пункт приема металлолома,0,,88162998727,, ,http://vk.com/club206386663,,173008  Великий Новгород  Рабочая улица  дом 34
ФАВОРИТ  пункт приема металлолома,0,,88162998727,, ,http://vk.com/club206386663,,173014  Великий Новгород  Студенческая улица  дом 31  ст1
ВОЗРОЖДЕНИЕ ПЛЮС  ТФ,0,,88162642336,, ,http://vk.com/public165030242  https://vk.com/greencity53,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 107
ИП Бадалян А.В.,0,,88162602825,, ,,,173526  Новгородская область  Новгородский район  поселок Панковка  Индустриальная улица  дом 2
РУС РЕСАЙЛИНГ КОМПАНИ,0,,88162601468,,www.rusrecycling.com,,,173021  Великий Новгород  Нехинская улица  дом 57
АСТОРИЯ  компания по переработке шин,0,,88162940092,, ,,,173024  Великий Новгород  проспект Александра Корсунова  дом 28-а  227 офис
ГАРАНТИЯ  магазин газового оборудования,0,,88166861926,,,,,174760  Новгородская область  Любытино  Советов улица  дом 56
ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ВЕЛИКИЙ НОВГОРОД  Крестецкий газовый участок,0,,88165954324,,,,,175460  Новгородская область  Крестцы  улица Некрасова  дом 11
ЛАДА ПЛЮС,0,,88162643648,,,,,173008  Великий Новгород  проезд Энергетиков  дом 6
НОВГОРОДОБЛГАЗ  газовое предприятие  СТАРОРУСМЕЖРАЙГАЗ  трест  Шимский газовый участок,0,,88165654842,,,,,174150  Новгородская область  Шимск  Ленина улица  дом 66
НОВГОРОДСКОЕ ЛИНЕЙНОЕ ПРОИЗВОДСТВЕННОЕ УПРАВЛЕНИЕ МАГИСТРАЛЬНЫХ ГАЗОПРОВОДОВ,0,,88162642439,, ,,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 190
НОВГОРОДОБЛГАЗ  газовое предприятие  НОВГОРОДМЕЖРАЙГАЗ  трест  Новгородский газовый участок,0,,88162747268,,,,,173516  Новгородская область  Новгородский район  деревня Борки  улица Шимская  дом 12
ГАЗПРОМ МЕЖРЕГИОНГАЗ ВЕЛИКИЙ НОВГОРОД,0,,88162983030,, ,,,173000  Великий Новгород  улица Попова  дом 10
НОВОГАЗ,0,,88162602274,,gazoprovod53.ru,,,173021  Великий Новгород  Нехинская улица  дом 59-Б  23 офис
ТЕХНОСТРОЙПРОЕКТ  строительно-проектная компания,0,https://wa.me/79524826997,,79524826997,,,,173001  Великий Новгород  Стратилатовская улица  дом 12  306 офис
ПРОЕКТМОНТАЖ,0,,88162902260,, ,,,173008  Великий Новгород  Сырковское шоссе  дом 2-а  616 офис  6 этаж  БЦ Kolmovo City
РЕГИОНАЛЬНАЯ ГАЗОВАЯ КОМПАНИЯ,0,,88162602152,, ,,,173009  Великий Новгород  Волотовская улица  дом 12
Логика,0,,88162558879,,logika-vn.ru,,,Великий Новгород  Морозовская улица  дом 6
Газпром Газонаполнительная станция,0,,88162626556,,,,,173008  Великий Новгород  Сырковское шоссе  дом 22
GRAVITY  салон гравировки,0,https://wa.me/79116032266,,79116032266,www.gravervn.ru,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 25  330 секция  3 этаж  ТД Русь
ДОВЕРИЕ  городская дезинфекционная станция,0,,88162900005,, ,http://vk.com/doverievn,,173020  Великий Новгород  Парковая улица  дом 16  к3
DEZ53  интернет-магазин средств для дезинфекции  дезинсекции и дератизации,0,,88162902709,, ,,,173530  Новгородская область  Новгородский район  поселок Пролетарий  Октябрьская улица  дом 34
ЭКОНОВ  дезинфекционная компания,0,,88162607740,,,,,173021  Великий Новгород
БЛАГО  дезинфекционная служба,0,,88162739254,, ,,,173003  Великий Новгород  улица Германа  дом 29-а  2 офис
ДЕЗИНФЕКЦИОННАЯ СТАНЦИЯ,0,,88162640844,, ,,,173015  Великий Новгород  Полевой переулок  дом 20
САНИНСПЕКТОР  федеральная санитарная служба,0,,88007000281,,санинспектор.рф,,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 130
ИДЕАЛСТРОЙИНДУСТРИЯ  компания по уничтожению насекомых и грызунов,0,,88003503042,,клопам-нет.рф,,,173016  Великий Новгород  улица Ломоносова  дом 9
Victorpest.ru,0,https://wa.me/79033638819,,79033638819,victorpest.ru,,,Великий Новгород  Рабочая улица  дом 33
НП-СЕРВИС,0,,88162600570,,,,,173008  Великий Новгород  Сырковское шоссе  дом 4
SAFETOL,0,https://wa.me/79022838949,,79022838949, ,,,173003  Великий Новгород  Великая улица  дом 22  строение 1
ГОРОДСКОЙ САНИТАРНО-ЭПИДЕМИОЛОГИЧЕСКИЙ КОНТРОЛЬ,0,https://wa.me/79052915353,,79052915353,dezcontrol53.ru,,,173002  Великий Новгород  Воскресенский бульвар  дом 4
ИНФОРМАЦИОННО-АНАЛИТИЧЕСКИЙ ЦЕНТР ПО ЖИЛИЩНО-КОММУНАЛЬНОМУ ХОЗЯЙСТВУ  Муниципальное унитарное предприятие Великого Новгорода,0,,88162627834,, ,,,173024  Великий Новгород  улица Ломоносова  дом 6/2
ЖЭУ-2,0,,88162792622,,,,,173501  Новгородская область  Новгородский район  деревня Трубичино  Наволоцкая улица  дом 3
СОГЛАСИЕ  управляющая компания,0,,88162330009,, ,,,173009  Великий Новгород  Псковская улица  дом 44  корпус 1
ТСЖ ФАКЕЛ,0,,88162618142,, ,,,173023  Великий Новгород  улица Ломоносова  дом 8/1
ТСЖ БОЛЬШАЯ САНКТ-ПЕТЕРБУРГСКАЯ 111,0,,88162643292,,,,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 111
ТСЖ СОФИЯ,0,https://wa.me/79116246177,,79116246177,,,,173016  Великий Новгород  улица Ломоносова  дом 15
ТСЖ ХИМИКОВ  дом 11,0,https://wa.me/79212016689,,79212016689,,,,173016  Великий Новгород  улица Химиков  дом 11
ТСЖ НЕХИНСКОЕ,0,,88162221727,,tsj-nehinskoe.kvado.ru,,,173015  Великий Новгород  Завокзальная улица  дом 1  корпус 1
ТСЖ СОГЛАСИЕ,0,,88162674995,,,,,173018  Великий Новгород  проспект Александра Корсунова  дом 40  а
ТСЖ СОЮЗ,0,,88162673875,,,,,173024  Великий Новгород  улица Коровникова  дом 4
ТСЖ ЭЛИТА,0,https://wa.me/79517234748,,79517234748,,,,173024  Великий Новгород  улица Свободы  дом 15  к2
НОВГОРОДСКАЯ СЛОБОДА  управляющая компания,0,,88162960115,, ,,,173003  Великий Новгород  Кооперативная улица  дом 5
ИЛЬМЕНСКИЕ ЭЛЕКТРИЧЕСКИЕ СЕТИ,0,,88162984434,, ,,,173021  Великий Новгород  Нехинская улица  дом 61-Б
ИННОВАЦИЯ  управляющая компания,0,,88162502366,, ,,,173000  Великий Новгород  Славная улица  дом 50  к1
ВЫБОР  управляющая компания,0,,88162605343,, ,,,173016  Великий Новгород  улица Космонавтов  дом 18/1
ТСЖ СВОБОДЫ 14,0,https://wa.me/79116397687,,79116397687,,,,173024  Великий Новгород  улица Свободы  дом 14
ТЕПЛОЭНЕРГОСЕРВИС  энергетическое предприятие,0,,88162788870,,,,,173003  Великий Новгород  улица Германа  дом 29
ЗАМОК  ТФ,0,,88162671334,, ,http://vk.com/ladogaoboilustru  http://vk.com/dvernikof_laminatof,,173020  Великий Новгород  Большая Московская улица  дом 104  корпус 2
ДВЕРНИКОФ И ЛАМИНАТОФ  магазин дверей и напольных покрытий,0,,88162702002,, ,http://vk.com/dvernikof_laminatof  http://vk.com/ladogaoboilustru,,173021  Великий Новгород  Морозовская улица  дом 6
ЛАДОГА  магазин хозяйственных товаров,0,,88162684445,,vk.com/ladogaoboilustru,http://vk.com/ladogaoboilustru  http://vk.com/dvernikof_laminatof,,173025  Великий Новгород  улица Кочетова  дом 23-а
СТЕКЛЯННАЯ РАДУГА  магазин стекла и фурнитуры,0,,88162901921,, ,,,173014  Великий Новгород  Московская улица  дом 55
AMADEUS  багетная мастерская,0,https://wa.me/79524845522,,79524845522, ,http://vk.com/novbaget,,173007  Великий Новгород  улица Чудинцева  дом 3
НОВЛАЙН  телекоммуникационная компания,0,,88162502500,, ,,,173002  Великий Новгород  Воскресенский бульвар  дом 4  вход со двора
РОСТЕЛЕКОМ ДЛЯ ДОМА,0,,88002002022,,www.rt.ru,http://vk.com/rostelecom,,173001  Великий Новгород  улица Людогоща  дом 2
РЕМОНТНАЯ МАСТЕРСКАЯ НА ПРОСПЕКТЕ МИРА  23,0,https://wa.me/79082956618,,79082956618,,,,173000  Великий Новгород  проспект Мира  дом 23/9
SILCA  сеть мастерских,0,,88162927363,,,,,173002  Великий Новгород  Октябрьская улица  дом 1-а
ТОЧКА БЫТОВЫХ УСЛУГ  салон-мастерская,0,,88162922383,, ,,,173024  Великий Новгород  улица Свободы  дом 25  1 этаж
МАСТЕРСКАЯ ПО ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ И ЗАТОЧКЕ ИНСТРУМЕНТОВ,0,,88162769007,, ,,,173009  Великий Новгород  Псковская улица  дом 36
ВИДЕОДОМОФОН-53  торгово-монтажная компания,0,,88162555808,, ,,,173021  Великий Новгород  Нехинская улица  дом 12  312 офис  3 этаж
МАСТЕР МИНУТКА  ремонтная мастерская,0,https://wa.me/79524806042,,79524806042,,,,173003  Великий Новгород  Великая улица  дом 22-а  1 этаж  гипермаркет Лента
МАСТЕРСКАЯ ПО ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ И РЕМОНТУ ЗОНТОВ,0,https://wa.me/79082948784,,79082948784,,,,173016  Великий Новгород  проспект Александра Корсунова  дом 14-а  1 этаж
МАСТЕР СЕРВИС  дом быта  ИП Маслов Д.В.,0,https://wa.me/79082928476,,79082928476,,,,173020  Великий Новгород  улица Державина  дом 19  1 этаж
РАСЧЕТНО-КАССОВЫЙ ЦЕНТР  МУП,0,,88162635461,,,,,173004  Великий Новгород  Щитная улица  дом 8
РАСЧЕТНО-КАССОВЫЙ ЦЕНТР  МУП,0,,88162646195,,,,,173013  Великий Новгород  улица Ветеранов  дом 8
РАСЧЕТНО-КАССОВЫЙ ЦЕНТР  МУП,0,,88162639223,,,,,173014  Великий Новгород  Московская улица  дом 26  корпус 1
РАСЧЕТНО-КАССОВЫЙ ЦЕНТР  МУП,0,,88162773217,,,,,173007  Великий Новгород  Десятинная улица  дом 22
РАСЧЕТНО-КАССОВЫЙ ЦЕНТР  МУП,0,,88162795775,,,,,173009  Великий Новгород  Октябрьская улица  дом 6  корпус 2  вход с торца
НОВГОРОДЭНЕРГОСБЫТ  расчетно-кассовый центр,0,,88162772251,, ,,,173003  Великий Новгород  Кооперативная улица  дом 8
НОВОСТРОЙ  расчетно-кассовый центр,0,,88162221088,,,,,173024  Великий Новгород  улица Кочетова  дом 8
РАСЧЕТНО-КАССОВЫЙ ЦЕНТР  МУП,0,,88162623478,,,,,173023  Великий Новгород  улица Зелинского  дом 26
РАСЧЕТНО-КАССОВЫЙ ЦЕНТР  МУП,0,,88162653429,, ,,,173025  Великий Новгород  улица Коровникова  дом 13  корпус 4
НОВГОРОДЭНЕРГОСБЫТ  расчетно-кассовый центр,0,,88162797142,,,,,173015  Великий Новгород  Псковская улица  дом 28
РАСЧЕТНО-КАССОВЫЙ ЦЕНТР  МУП,0,,88162738286,, ,,,173003  Великий Новгород  набережная Реки Гзень  дом 3
РАСЧЕТНО-КАССОВЫЙ ЦЕНТР  МУП,0,,88162773081,,,,,173001  Великий Новгород  улица Газон  дом 3  вход со двора
РАСЧЕТНО-КАССОВЫЙ ЦЕНТР  МУП,0,,88162770930,,,,,173015  Великий Новгород  Псковская улица  дом 4  вход с торца
НОВГОРОДОБЛЭНЕРГОСБЫТ  расчетно-кассовый центр,0,,88162739271,,,,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 111
РАСЧЕТНО-КАССОВЫЙ ЦЕНТР  МУП,0,,88162626983,, ,,,173021  Великий Новгород  проспект Мира  дом 31  корпус 1
НОВОСТРОЙ  расчетно-кассовый центр,0,,88162228289,,,,,173009  Великий Новгород  Славянская улица  дом 22
НОВГОРОДОБЛЭНЕРГОСБЫТ  расчетно-кассовый центр,0,,88162776036,,,,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 80  4 этаж
ГОСТ  ювелирный ломбард,0,,88003336368,,goldgost.ru,https://vk.com/lombardgost,,173007  Великий Новгород  улица Мерецкова-Волосова  дом 5
СПб. городской ломбард,0,,88003336368,,,,,"173000  Великий Новгород  Большая Санкт-Петербургская улица  дом 39  ТК ""Волна"""
МИДАС-ЛОМБАРД,0,,88162556352,,,,,173024  Великий Новгород  Кочетова улица  дом 8
АНТИК,0,,88162671066,, ,,,173014  Великий Новгород  Московская улица  дом 10
ЛОМБАРД КРИСТАЛЛ-КРЕДИТ,0,,88162731959,,,,,173002  Великий Новгород  Октябрьская улица  дом 20
ГОРОДСКОЙ ЛОМБАРД,0,,88162769007,, ,,,173009  Великий Новгород  Псковская улица  дом 36
ЗОЛОТАЯ СЕРЕДИНА  ломбард,0,,88162606046,,,,,173016  Великий Новгород  улица Ломоносова  дом 15  универсам Полушка
Redeemauto,0,,88003336441,,redeemauto.ru,,,Великий Новгород  улица Чудинцева  дом 2
НВИД  ремонтно-производственная компания,0,,88162671121,, ,http://vk.com/novraskroy,,173004  Великий Новгород  улица Федоровский Ручей  дом 14
ART CUSTOM АВТОАТЕЛЬЕ,0,https://wa.me/79116001609,,79116001609,vk.com/clubartcustom,http://vk.com/clubartcustom,,173020  Великий Новгород  Хутынская улица  дом 10  к2а
NOVOBIVKA  мастерская по ремонту и перетяжке мебели,0,https://wa.me/79539036666,,79539036666,,,,173021  Великий Новгород  Нехинская улица  дом 57  ст2а
КОМПАНИЯ ПО ПЕРЕТЯЖКЕ И РЕМОНТУ МЕБЕЛИ  ИП Мамекин В.В.,0,,88162556203,, ,https://vk.com/ametistvn,,173526  Новгородская область  Новгородский район  поселок Панковка  Индустриальная улица  дом 20-А
НВИД  ремонтно-производственная компания,0,,88162671121,, ,http://vk.com/novraskroy,,173004  Великий Новгород  улица Федоровский Ручей  дом 14
ПЛАЗА-РЕАЛ,0,,88162700515,, ,http://vk.com/club21720629,,173015  Великий Новгород  Псковская улица  дом 29
МЕБЕЛЬПРО  мебельная компания,0,,88162551919,,mebelpro53.ru,https://vk.com/mebelpro53  https://vk.com/club_naidy_velikiy_novgorod,,173008  Великий Новгород  Рабочая улица  дом 31
CONSTANT  компания по изготовлению мебели на заказ,0,https://wa.me/79062018817,,79062018817, ,https://vk.com/constantmebel  http://vk.com/pk_safira  https://vk.com/wingwer,,173000  Великий Новгород  Народная улица  дом 8-А
МБ53  мебельная мастерская,0,https://wa.me/79602045397,,79602045397,vk.com/mebelnoeburo53,http://vk.com/mebelnoeburo53,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 104
РАДУГА  компания по производству мебели на заказ,0,,88162553714,,vk.com/ekonommebell,http://vk.com/ekonommebell,,173003  Великий Новгород  Большая Санкт-Петербургская улица  дом 39-а
MR.КУХНЕВ  производственная компания,0,,88162603073,,vk.com/kuhnev_53,http://vk.com/kuhnev_53,,173526  Новгородская область  Новгородский район  поселок Панковка  Индустриальная улица  дом 11
КОМПАНИЯ ПО ПРОИЗВОДСТВУ МЕБЕЛИ,0,https://wa.me/79517207891,,79517207891,vk.com/club176716220,http://vk.com/club176716220,,173021  Великий Новгород  Нехинская улица  дом 57-г
ЭКСКЛЮЗИВ53  торгово-производственная компания,0,https://wa.me/79539036116,,79539036116,vk.com/club78456857,http://vk.com/club78456857,,173008  Великий Новгород  Магистральная улица  дом 6  а ст1
АЛЬТАИР,0,,88162556624,, ,http://vk.com/alfa_m_vn  http://vk.com/mebelvariant,,"173000  Великий Новгород  Санкт-Петербургская улица  дом 39  ТЦ ""Русский дом"""
ЮМА  мебельная компания,0,,88162948474,, ,http://vk.com/club46363281,,173000  Великий Новгород  Большая Московская улица  дом 55
КРИСТИ,0,,88162607633,,vk.com/public.mebel.kristi,http://vk.com/public.mebel.kristi,,173024  Великий Новгород  проспект Александра Корсунова  дом 53/1  секция 210
ПЕТРОСТИЛЬ  производственная компания,0,,88162998606,, ,,,173025  Великий Новгород  проспект Мира  дом 9
SAFIRA  производственная компания,0,https://wa.me/79082260216,,79082260216,vk.com/pk_safira,http://vk.com/pk_safira  https://vk.com/wingwer  http://vk.com/alfa_m_vn,,173023  Великий Новгород  улица Ломоносова  дом 11
ВОСТОК  мебельная компания,0,,88162553760,,,,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 104  корпус 4
МЕБЕЛЬ НА ЗАКАЗ  ПФ  ИП,0,,88162601659,,,http://vk.com/meb_ray  https://vk.com/club_naidy_velikiy_novgorod,,173024  Великий Новгород  Московская улица  дом 30/2
НОВОГОРОД  ИП,0,,88162556598,,,,,173025  Великий Новгород  Мира проспект  дом 21-А
