Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес,,
РУССКИЙ МЕТАЛЛ  научно-производственное объединение,0,,84942417522,, ,,,156019  Кострома  Базовая улица  дом 8,,
ДЕЛОВОЙ МОТИВ,0,,84942630239,,,,,156005  Кострома  Лагерная улица  дом 15-а,,
ЮПИТЕР  перерабатывающая фирма,0,,84942354651,, ,,,156013  Кострома  проспект Мира  дом 151/2,,
ВИТЕЛ  перерабатывающая компания,0,,84942300281,, ,,,156019  Кострома  Локомотивная улица  дом 2,,
ГАЗОВАЯ СЛУЖБА КОСТРОМА,0,,84942300657,, ,,,156000  Кострома  улица Ленина  дом 10  цокольный этаж,,
СТРОЙТЕХНАДЗОР  строительная компания,0,https://wa.me/79536471294,,79536471294, ,,,156005  Кострома  Петрковский бульвар  дом 24-а  221 офис  2 этаж,,
ЭКОПРОФИ,0,,84942473250,,,,,156005  Кострома  Октябрьская площадь  дом 3  406 офис  4 этаж  левое крыло,,
СТИЛЬ  студия рекламы,0,,84942353831,, ,,,156029  Кострома  Мясницкая улица  дом 112,,
МИЛАН  рекламное агентство полного цикла,0,,84942370912,, ,,,156013  Кострома  улица Козуева  дом 24,,
БРЕНД СЕРВИС  рекламно производственная компания,0,,88002010481,,brandservis.ru,,,156016  Кострома  Профсоюзная улица  дом 28-Б,,
КОСТРОМСКОЙ ЦЕНТР ДЕЗИНФЕКЦИИ,0,,84942373221,, ,http://vk.com/kcd44,,156005  Кострома  улица Нижняя Дебря  дом 58,,
МАРАФЕТ  служба дезинфекции,0,,84942770516,,kostroma.dezmarafet.ru,,,156013  Кострома  проспект Мира  дом 33,,
ПЧЕЛКИ  комбинат бытового обслуживания,0,,84942360101,,pchelki-clean.ru,http://vk.com/club182421699,,156002  Кострома  улица Симановского  дом 92-а,,
КОСТРОМСКАЯ ДЕЗИНФЕКЦИОННАЯ СТАНЦИЯ,0,,84942542944,,,,,156026  Кострома  улица Северной Правды  дом 35,,
ПРОФХИМСЕРВИС  служба дезинфекции,0,,88003505154,,profhimservice44.ru,,,156000  Кострома  улица Ленина  дом 10,,
ГОРОДСКОЙ ЦЕНТР ДЕЗИНФЕКЦИИ,0,,84942451051,,gcd44.ru,,,156013  Кострома  Галичская улица  дом 98-а,,
ДЕЗИНФЕКЦИОННАЯ СТАНЦИЯ  ОГБУЗ,0,,84942424600,, ,,,156009  Кострома  Дровяная улица  дом 1-а,,
ДИНАСТИЯ,0,,84942355195,,,,,156013  Кострома  Галичская улица  дом 98-а  oф. 9,,
ДЕЗИНФЕКЦИОННЫЙ ГОРОДСКОЙ ЦЕНТР,0,,84942466591,,,,,Костромская область  Костромской район  деревня Некрасово  Юбилейная улица  дом 1-в/1  16 офис  2 этаж,,
ИДЕАЛСТРОЙИНДУСТРИЯ  компания по уничтожению насекомых и грызунов,0,,88003503042,,клопам-нет.рф,,,156000  Кострома  Советская улица  дом 37  5 офис  1 этаж  1 подъезд,,
СЛУЖБА ДЕЗИНФЕКЦИИ,0,https://wa.me/79641510833,,79641510833,,,,156010  Кострома  Южная улица  дом 2,,
ДЕЗИНФЕКЦИОННАЯ СЛУЖБА СЭС,0,https://wa.me/79536553695,,79536553695,cityses.ru,http://vk.com/cityses,,156000  Кострома  улица Шагова  дом 6,,
СЭС  служба дезинфекции,0,,88005510970,,kostroma.sjes.ru,,,156019  Кострома  Кинешемское шоссе  дом 26-а,,
ДОКТОР DEZ  служба дезинфекции,0,https://wa.me/79527807626,,79527807626,doctor-dez.ru,,,156003  Кострома  улица Ткачей  дом 7,,
КОСТРОМСКОЙ РЕГИОН  управляющая компания,0,,84942343400,,,,,156016  Кострома  3-й Давыдовский микрорайон  дом 8-а,,
УЧАСТОК № 2,0,,84942535032,,,,,156022  Кострома  Почтовая улица  дом 11,,
ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ № 2,0,,84942649041,, ,,,156019  Кострома  Индустриальная улица  дом 38,,
УПРАВЛЯЮЩАЯ КОМПАНИЯ ЖКХ № 1,0,,84942453451,, ,,,156013  Кострома  Калиновская улица  дом 25-а,,
УПРАВЛЯЮЩАЯ КОМПАНИЯ ЖКХ № 2,0,,84942453451,, ,,,156013  Кострома  Калиновская улица  дом 25-а,,
УПРАВЛЯЮЩАЯ КОМПАНИЯ ЖКХ № 3,0,,84942453451,, ,,,156013  Кострома  Калиновская улица  дом 25-а,,
ЦЕНТР РЕГИСТРАЦИИ ГРАЖДАН Г. КОСТРОМЫ,0,,84942324551,, ,,,156005  Кострома  Лагерная улица  дом 4,,
ГОРОДСКИЕ СЕТИ,0,,84942416121,, ,,,156004  Кострома  Береговая  дом 45/2,,
ЦЕНТР РЕГИСТРАЦИИ ГРАЖДАН Г. КОСТРОМЫ,0,,84942311636,, ,,,156002  Кострома  Депутатская улица  дом 47,,
ЦЕНТР РЕГИСТРАЦИИ ГРАЖДАН Г. КОСТРОМЫ,0,,84942530702,, ,,,156022  Кострома  улица Голубкова  дом 6,,
ЦЕНТР РЕГИСТРАЦИИ ГРАЖДАН Г. КОСТРОМЫ,0,,84942226656,, ,,,156019  Кострома  Кинешемское шоссе  дом 35,,
ЦЕНТР РЕГИСТРАЦИИ ГРАЖДАН Г. КОСТРОМЫ,0,,84942312272,, ,,,156000  Кострома  Советская улица  дом 3,,
ТСЖ ЭНЕРГЕТИК-25,0,https://wa.me/79607452529,,79607452529,,,,156000  Кострома  Мясницкая улица  дом 25,,
ДОВЕРИЕ  управляющая компания,0,,84942410301,, ,,,156016  Кострома  3-й Давыдовский микрорайон  дом 2-а,,
ЯКИМАНИХА  управляющая компания,0,,84942456614,,jakimaniha.i-gkh.ru,,,156007  Кострома  Новосельская улица  дом 34,,
ЖЭК,0,,84942419109,,,,,156019  Кострома  Кинешемское шоссе  дом 60-Б,,
НОВАЯ ЭРА  управляющая компания,0,,84942494597,, ,,,156011  Кострома  Магистральная улица  дом 59  а,,
СОЮЗ  строительная компания,0,,84942467473,,remontkostroma.ru,,,156019  Кострома  Базовая улица  дом 11,,
МИР ЗАМКОВ  магазин замков и мебельной фурнитуры,0,,84942422555,,,,,156005  Кострома  Петрковский бульвар  дом 4,,
ИНТЕРБРАСС-ПОВОЛЖЬЕ К  оптовая фирма,0,,84942372753,, ,,,156005  Кострома  8 Марта улица  дом 80  левое крыло,,
МАГАЗИН ФУРНИТУРЫ ДЛЯ ДВЕРЕЙ,0,,84942372754,,,,,156005  Кострома  8 Марта улица  дом 80  левое крыло,,
БАСТИОН  торговая компания,0,,84942320777,,,,,156000  Кострома  Свердлова улица  дом 62,,
UVECO  магазин электротоваров и замков,0,,84942320777,,,,,,,
ТЕМП  оптово-розничная фирма,0,,84942320777,,,,,,,
МАГАЗИН СЕЙФОВ И ЗАМКОВ  ИП Кашицын С.В.,0,,84942635105,,www.seifyzamki.ru,,,156029  Кострома  Никитская улица  дом 142  1 этаж,,
НОРД-ТОП ХАУС  компания,0,,88003505531,,www.tophouse.ru,,,156013  Кострома  проспект Мира  дом 116,,
Замок44,0,,84942501931,,zamok44.ru,,,Кострома  улица Шагова  дом 219,,
Служба вскрытия замков,0,,84942500817,,,,,Кострома  улица Шагова  дом 2,,
Аварийная замочная служба г. Кострома,0,,84942461349,,help-kostroma.ru,,,Кострома  проспект Мира  дом 26,,
КОСТРОМСКАЯ ЗЕРКАЛЬНАЯ ФАБРИКА,0,https://wa.me/79106601779,,79106601779,,,,156014  Кострома  улица Сутырина  дом 16,,
ОТРАЖЕНИЕ  мастерская по резке стекла,0,https://wa.me/79038957394,,79038957394,,,,156014  Кострома  6-й Давыдовский проезд  дом 14,,
ВЕКТРА  мастерская по резке стекла,0,https://wa.me/79621801385,,79621801385, ,,,156003  Кострома  Ткачей улица  дом 7  вход со двора,,
КОСТРОМСКАЯ ЗЕРКАЛЬНАЯ ФАБРИКА,0,,84942226200,, ,,,156019  Кострома  Мелиоративная улица  дом 7,,
СТЕКЛОЦЕНТР  торговая компания,0,,84942347443,, ,,,156014  Кострома  улица Сутырина  дом 16  цоколь,,
СТЕКЛО И ЗЕРКАЛА  магазин,0,,84942300716,,www.kosteklo.ru,,,156003  Кострома  Коммунаров улица  дом 5,,
МАСТЕРСКАЯ ПО РЕЗКЕ СТЕКЛА,0,https://wa.me/79536401097,,79536401097, ,,,156010  Кострома  Южная улица  дом 12-а,,
АРТСТЕКЛО  стекольная компания,0,https://wa.me/79203842504,,79203842504,www.artsteklo44.pul.ru,,,156013  Кострома  проспект Мира  дом 151-а/2,,
ВЕКТРА  торгово-производственная компания,0,,84942300255,, ,,,156019  Кострома  Локомотивная улица  дом 6-ж,,
ВЕКТРА  торгово-производственная компания,0,,84942302235,,www.vectra44.ru,,,156016  Кострома  Кинешемское шоссе  дом 76  2 этаж,,
МИР СТЕКЛА  торгово-производственная компания,0,https://wa.me/79051534040,,79051534040,mir-stekla.info,,,156013  Кострома  Галичская улица  дом 108-а  1 этаж  центр 100Стройматериалы,,
УДАЧА  торгово-производственная компания,0,https://wa.me/79607443534,,79607443534, ,,,156005  Кострома  улица Войкова  дом 40  1 этаж,,
ЗАЗЕРКАЛЬЕ  торгово-производственная компания,0,https://wa.me/79536655066,,79536655066,www.zazerkalye-kostroma.com,http://vk.com/k.zazerkalye,,156022  Кострома  Заволжская улица  дом 64  цокольный этаж,,
СЛУЖБА ДОСТАВКИ ТОВАРОВ ИЗ IKEA  ИП Сухонин Ф.А.,0,,84942504301,,ikea-zakaz44.ru,http://vk.com/club134053997,,156007  Кострома  улица Пушкина  дом 43  31 офис  1 этаж  правое крыло,,
Витражная студия DecoLuxe,0,https://wa.me/79206440465,,79206440465,,,,Кострома  Петрковский бульвар  дом 24-б,,
РОСТЕЛЕКОМ,0,,88004500450,, ,,,156005  Кострома  улица Подлипаева  дом 1,,
ТЕЛЕКОМСЕРВИС-КОСТРОМА,0,,84942494888,, ,,,156005  Кострома  Кузнецкая улица  дом 18-а  oф. 14,,
ЛОГОС  оператор кабельного телевидения,0,,84942536051,, ,,,156010  Кострома  Самоковская улица  дом 10,,
КОСТРОМСКАЯ ГОРОДСКАЯ ТЕЛЕФОННАЯ СЕТЬ,0,,84942322722,, ,,,156026  Кострома  улица Гагарина  дом 6,,
МЕДИАЛАН,0,,84942494166,, ,,,156011  Кострома  Малышковский проезд  дом 30,,
СФЕРА,0,,84942470741,,,,,156005  Кострома  Советская улица  дом 67  2 этаж,,
РОСТЕЛЕКОМ ДЛЯ ДОМА,0,,88002002022,,www.rt.ru,http://vk.com/rostelecom,,156005  Кострома  улица Подлипаева  дом 1,,
БИЗНЕС ТЕЛЕКОМ,0,,88007758570,,www.bztelecom.ru,http://vk.com/biztelecom,,156019  Кострома  Зелёная улица  дом 2,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ И ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ,0,https://wa.me/79109284772,,79109284772,,,,156026  Кострома  Волжская улица  дом 16  1 этаж,,
ДОКТОР КЛЮЧ,0,https://wa.me/79108018576,,79108018576, ,,,156530  Костромская область  Костромской район  деревня Караваево  Красносельское шоссе  дом 1,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ И ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ  ИП Крылова Ж.Н.,0,https://wa.me/79036344073,,79036344073,,,,156010  Кострома  Заволжская улица  дом 70/1,,
МАСТЕРСКАЯ ПО ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ,0,https://wa.me/79536434260,,79536434260,,,,156009  Кострома  улица Сутырина  дом 5,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ И ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ,0,https://wa.me/79536541507,,79536541507,,,,156016  Кострома  Индустриальная улица  дом 14,,
ДОКТОР КЛЮЧ,0,https://wa.me/79109211044,,79109211044, ,,,156013  Кострома  Галичская улица  дом 108-а,,
СОЦИАЛЬНАЯ МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ И ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ,0,https://wa.me/79536549592,,79536549592,,,,Кострома  Козуева улица  дом 31  вход с торца,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ И ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ,0,https://wa.me/79502466259,,79502466259,,,,156026  Кострома  Черноречье микрорайон  дом 3-а  цоколь,,
МАСТЕРСКАЯ ПО ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ И РЕМОНТУ ОБУВИ,0,https://wa.me/79159220083,,79159220083, ,,,156000  Кострома  проспект Мира  дом 21  ТДЦ Кострома Сити,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ И ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ,0,https://wa.me/79536698286,,79536698286,,,,Кострома  Беговая улица  дом 39,,
КАБЛУЧОК  сеть мастерских,0,,,,,,,,,
УНИВЕРСАЛ  ремонтная мастерская,0,,,,,,,,,
ИВАН-КЛЮЧ  мастерская по изготовлению ключей и заточке инструмента,0,,,,,,,,,
МАСТЕР КЛЮЧ  мастерская,0,https://wa.me/79502469237,,79502469237,,,,156012  Кострома  Костромская улица  дом 99  супермаркет Высшая лига,,
МАСТЕРСКАЯ ПО РЕМОНТУ ЗОНТОВ  ИП Соловьев С.В.,0,https://wa.me/79536416318,,79536416318,,,,156025  Кострома  Полянская улица  дом 29  вход со двора,,
РЕМОНТ ОБУВИ  ИП Медведев С.В.,0,https://wa.me/79159190910,,79159190910,,,,156013  Кострома  Беговая улица  дом 39,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ  ИП Смирнов С.Ю.,0,https://wa.me/79536546433,,79536546433,,,,156022  Кострома  улица Стопани  дом 35  1 этаж,,
МОНОЛИТ-СЕРВИС,0,,84942641004,,monolitservice.su,,,156014  Кострома  Кинешемское шоссе  дом 60-б,,
СПАСАТЕЛЬ44,0,,84942501318,,www.spasatel44.ru,http://vk.com/vskrytie_dverei_kostroma,,156000  Кострома  улица Шагова  дом 2,,
CLM24  служба бытового сервиса,0,,88007757435,,kostroma.clm24.ru,,,156019  Кострома  Кинешемское шоссе  дом 26-а,,
21 ВЕК  клининговая компания,0,,84942467726,, ,http://vk.com/21vek.uborka,,156000  Кострома  улица Ленина  дом 10,,
МИСТЕР ХИМЧИСТ  служба химчистки ковров и мягкой мебели на дому,0,,84942466069,,kostroma.mrhimchist.ru,http://vk.com/mr.himchist,,156000  Кострома  улица Ленина  дом 10,,
ПРОФИТРАНС  транспортная компания,0,,84942544445,,,,,156005  Кострома  Петрковский бульвар  дом 7,,
ЦЕНТРОФРАХТ,0,,84942502675,, ,,,156008  Кострома  улица Юрия Смирнова  дом 4,,
ЕДИНЫЙ ИНФОРМАЦИОННЫЙ РАСЧЕТНО-КОНСУЛЬТАЦИОННЫЙ ЦЕНТР,0,,84942493000,,www.eirkc.ru,,,Кострома  проспект Мира  дом 37  114 кабинет,,
ЛОМБАРД АРМАДА,0,,84942466343,,,,,156025  Кострома  Рабочий проспект  дом 55  2 этаж,,
ЛОМБАРД СТАНДАРТ,0,https://wa.me/79109560641,,79109560641,,,,156013  Кострома  Калиновская улица  дом 42,,
ЭКСПРЕСС-ЛОМБАРД,0,,84942302302,,autolombard-kostroma.ru,,,156000  Кострома  улица Свердлова  дом 3  1 этаж,,
СОЮЗ ЛОМБАРДОВ  федеральная сеть ломбардов-кредитных киосков,0,,88001000509,, ,,,156005  Кострома  улица Войкова  дом 33,,
ЗОЛОТОЕ КОЛЬЦО  ломбард,0,https://wa.me/79159171608,,79159171608,,,,156012  Кострома  Костромская улица  дом 99,,
АМЕТИСТ  ломбард,0,,84942473070,,www.ametist-kostroma.ru,,,156000  Кострома  Советская улица  дом 7,,
ТЕХСЕРВИС-ЛОМБАРД,0,,84942315154,, ,https://vk.com/lombardxxl,,156000  Кострома  улица Мучные Ряды  дом 1,,
МАКСИМУМ  ломбард,0,,84942302255,,,,,156000  Кострома  Советская улица  дом 13,,
НИМАЛ  ломбард,0,,84942533281,,,,,156022  Кострома  Голубкова улица  дом 8,,
СЕВЕР  ломбард,0,,84942639827,, ,,,156010  Кострома  Южная улица  дом 12-а,,
ИМПЕРИАЛ  ломбард,0,,84942635535,, ,,,156026  Кострома  Северной Правды улица  дом 41-а,,
ЛОМБАРД-КРЕДИТ,0,,84942635535,,,,,,,
Р.О.С. ЛОМБАРД-СЕРВИС,0,,84942635535,,,,,,,
КОСТРОМСКОЙ ЛОМБАРД,0,,84942635535,,,,,,,
ЛОМБАРД ВОЛЖСКИЙ БРИЛЛИАНТ,0,https://wa.me/79502450996,,79502450996,,,,156007  Кострома  улица Ленина  дом 155,,
ЛОМБАРД ВОЛЖСКИЙ БРИЛЛИАНТ,0,,84942492552,,,,,156012  Кострома  Костромская улица  дом 99  2 этаж,,
ЛОМБАРД ПРИВАТНЫЙ,0,https://wa.me/79109574670,,79109574670,,,,156022  Кострома  улица Голубкова  дом 12-а  1 этаж,,
КОМПАНИЯ ПО ПЕРЕТЯЖКЕ И РЕСТАВРАЦИИ МЕБЕЛИ,0,,84942303014,, ,http://vk.com/novayajizn44,,156008  Кострома  улица Юрия Смирнова  дом 22,,
ДОКАМЕБЕЛЬ,0,https://wa.me/79536506702,,79536506702,peretyazhka.kostroma-44.ru,,,156000  Кострома  Мясницкая улица  дом 25  офис 16,,
МЯГКИЕ РЕШЕНИЯ  производственное предприятие,0,https://wa.me/79108035046,,79108035046, ,,,156009  Кострома  Юбилейная улица  дом 28/6,,
МАСТЕРСКАЯ ПО РЕМОНТУ И ПЕРЕТЯЖКЕ МЯГКОЙ МЕБЕЛИ,0,,84942348283,,,,,156014  Кострома  Центральная улица  дом 48-а,,
HAND MADE  арт-студия,0,https://wa.me/79092548860,,79092548860,www.artstudios44.narod.ru,,,156000  Кострома  Молочная Гора улица  дом 4-а,,
ROSKO  торгово-производственное предприятие,0,,84942360524,, ,,,156000  Кострома  улица Свердлова  дом 35,,
ЭКВИЛИБРИУМ  художественная мастерская,0,https://wa.me/79536527741,,79536527741,,,,156003  Кострома  Ткачей улица  дом 7,,
ЭСТЕТИКА  дизайн бюро,0,https://wa.me/79038951478,,79038951478, ,,,156022  Кострома  улица Стопани  дом 35,,
КОМПАНИЯ ПО ИЗГОТОВЛЕНИЮ И РЕМОНТУ МЕБЕЛИ,0,,84942503531,, ,http://vk.com/edinay,,156016  Кострома  Профсоюзная улица  дом 34-Б  1 этаж,,
ГАММА  фабрика мебели,0,,84942301770,,,,,156009  Кострома  2-я Волжская улица  дом 12-а,,
S-MEBEL  мастерская мягкой мебели,0,https://wa.me/79536620555,,79536620555,,,,156002  Кострома  улица Ерохова  дом 3,,
LUXURY  производственная компания,0,https://wa.me/79051529961,,79051529961, ,,,156013  Кострома  проспект Мира  дом 116/5,,
MR.DOORS  мебельный комбинат,0,,84942499259,, ,,,156001  Кострома  Московская улица  дом 105,,
АНТУРАЖ  мебельная компания,0,,84942503145,,www.anturag44.com,http://vk.com/anturagmebel,,156001  Кострома  Московская улица  дом 55/1,,
MANZANA  компания,0,,84942641008,,manzanaplus.ru,,,156009  Кострома  2-я Волжская улица  дом 12  в,,
МЕБЕЛЬНЫЙ КОМБИНАТ № 7,0,,84942628010,,mrdoors.ru,,,156001  Кострома  Московская улица  дом 105/4,,
BERUDIVAN.RU  салон мягкой мебели,0,,88007000965,, ,,,156013  Кострома  Галичская улица  дом 106/2,,
LION MEBEL  производственная компания,0,,84942641541,, ,http://vk.com/lionmebel,,156013  Кострома  проспект Мира  дом 116/5,,
ПРЕСТИЖ  мебельная компания,0,https://wa.me/79536443204,,79536443204,vk.com/kostromavipmebel,http://vk.com/kostromavipmebel,,156013  Кострома  проспект Мира  дом 116/5,,
ROMANOFF_QUALITY_PRO,0,https://wa.me/79206466957,,79206466957,vk.com/romanoff_quality_pro,http://vk.com/romanoff_quality_pro,,156013  Кострома  Галичская улица  дом 100,,
ВАРИАНТ,0,https://wa.me/79536627528,,79536627528, ,http://vk.com/variant_m,,156518  Костромская область  Костромской район  поселок Фанерник  Центральная улица  дом 2-а,,
ДВЕРОКОН  производственная фирма,0,,,,,,,,,
ТРАНК  торговая фирма,0,https://wa.me/79159214490,,79159214490,www.hobot44.ru,,,156013  Кострома  Поселковая улица  дом 37/1  ТЦ 100М мебель,,
МЯГКИЕ РЕШЕНИЯ  производственное предприятие,0,https://wa.me/79108035046,,79108035046, ,,,156009  Кострома  Юбилейная улица  дом 28/6,,
VECTOR44  производственная мебельная компания,0,,84942504940,, ,http://vk.com/vector44,,156009  Кострома  Льняная улица  дом 9,,
ПАЛАЦЦО  студия интерьерного и мебельного дизайна,0,,84942501621,, ,,,156026  Кострома  улица Северной Правды  дом 35,,
Шиномонтаж Автостоянка,0,,84942457131,, ,,,156003  Кострома  Боровая улица  дом 6,,
Ремесленный центр - Серёги,0,https://wa.me/79109248171,,79109248171, ,http://vk.com/public66524028,,Кострома  Самоковская улица  дом 12,,
Атлант,0,,84942553200,,,,,156025  Кострома  Рабочий проспект  дом 75-а,,
Фундэкс,0,https://wa.me/79303867770,,79303867770, ,,,Кострома  улица Ивана Сусанина  дом 33,,
Администрация производственного отдела Федеральное казенное учреждение Исправительная колония-1 Управление федеральной службы исполнения наказания,0,,84942324662,, ,,,156023  Кострома  улица Петра Щербины  дом 21,,
Сфера металла,0,,84942472530,,,,,Кострома  улица Ткачей  дом 7,,
Металлист-Кострома,0,,84942541374,,,http://vk.com/public66524028,,156023  Кострома  улица Петра Щербины  дом 7-а,,
Сфера Металла,0,https://wa.me/79611273434,,79611273434,,,,Кострома  улица Ткачей  дом 7/2,,
Мастерские Профессионального Лицея №\xa019,0,,84942556431,,,http://vk.com/public66524028,,156003  Кострома  Боровая улица  дом 6,,
Мет-Из,0,https://wa.me/79610087010,,79610087010, ,,,Кострома  Вокзальная улица  дом 11-б,,
Агро-3  магазин,0,,84942544244,,,,,156019  Кострома  Базовая улица  дом 8,,
Завод металлоконструкций,0,https://wa.me/79203802104,,79203802104,,,,Кострома  Московская улица  дом 100-а,,
Автомир. Ру Участок Металлоизделий,0,,84942225476,,,,,156000  Кострома  2-я Волжская улица  дом 19,,
Металл Сервис,0,,84942370163,,,http://vk.com/public66524028,,156002  Кострома  Депутатская улица  дом 60  корпус 4,,
Завод металлоконструкций,0,,84942327199,, ,http://vk.com/public66524028,,156603  Кострома  Юбилейная улица  дом 28,,
КАТРИН ?  ателье по пошиву и ремонту одежды,0,https://wa.me/79621816234,,79621816234,,,,156014  Кострома  улица Сутырина  дом 19,,
SHIK MASTER  ателье,0,,84942302408,, ,http://vk.com/kostroma_shik,,156000  Кострома  улица Чайковского  дом 9/1,,
АТЕЛЬЕ ПО РЕМОНТУ ОДЕЖДЫ И СУМОК,0,https://wa.me/79536541507,,79536541507,,,,156016  Кострома  Индустриальная улица  дом 14,,
ШВЕЙНАЯ МАСТЕРСКАЯ,0,,84942335731,,,,,156010  Кострома  Южная улица  дом 12,,
ЯКОС  ателье,0,,84942461660,, ,,,156000  Кострома  проспект Мира  дом 21,,
ИМИДЖ  ателье,0,,84942557053,,,,,156013  Кострома  улица Ленина  дом 45  цоколь,,
"АТЕЛЬЕ ПО РЕМОНТУ ОДЕЖДЫ  ООО ""Ремонтное""",0,,84942314693,,,,,Кострома  улица Островского  дом 19,,
АТЕЛЬЕ НА ЛАГЕРНОЙ,0,,84942421342,,,,,156005  Кострома  Лагерная улица  дом 4,,
АНЮТА  швейная мастерская,0,https://wa.me/79536422410,,79536422410,,,,156007  Кострома  улица Пушкина  дом 40-а  oф. 1  цоколь,,
АТЕЛЬЕ,0,https://wa.me/79038983990,,79038983990,,,,156005  Кострома  Советская улица  дом 69  вход с торца,,
РЕМОНТ И ПОШИВ ОДЕЖДЫ  ателье,0,https://wa.me/79607426981,,79607426981,,http://vk.com/club32192266,,156005  Кострома  улица Войкова  дом 33,,
КУДЕСНИЦА  ателье,0,,84942412731,,,,,156019  Кострома  Кинешемское шоссе  дом 35,,
СНЕЖНАЯ КОРОЛЕВА  меховое ателье,0,,84942555301,, ,,,156007  Кострома  улица Пушкина  дом 43  oф. 23,,
АТЕЛЬЕ НА УЛ. КОСМОНАВТОВ  17,0,https://wa.me/79066090726,,79066090726,,,,Кострома  улица Космонавтов  дом 17,,
МЕХА  кожа  ателье,0,https://wa.me/79101958453,,79101958453,,http://vk.com/club32192266,,156000  Кострома  улица Ленина  дом 10  oф. 15  цоколь,,
ШВЕЙНАЯ МАСТЕРСКАЯ,0,https://wa.me/79621853767,,79621853767,,,,156022  Кострома  улица Голубкова  дом 12-а,,
ЕЛЕНА  ателье по ремонту одежды,0,https://wa.me/79607494363,,79607494363,,,,156022  Кострома  улица Голубкова  дом 10,,
КОСТРОМСКОЕ ОБЛАСТНОЕ ПАТОЛОГОАНАТОМИЧЕСКОЕ БЮРО,0,,84942554503,, ,,,156013  Кострома  проспект Мира  дом 114  корпус 19,,
Военно-мемориальная компания,0,,84942315735,, ,,,Кострома  Советская улица  дом 20,,
Военно-Мемориальная Компания  филиал,0,,84942552941,,,,,156013  Кострома  проспект Мира  дом 55,,
Pamyat-44,0,,84942648577,,pamyat-44.ucoz.ru,,,Кострома  улица Нижняя Дебря  дом 58-г,,
УПРАВЛЕНИЕ СБЕРЕЖЕНИЯМИ,0,,88005552233,,sv-mg.ru,,,Кострома  Советская улица  дом 25/18,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ,0,https://wa.me/79607409789,,79607409789,,,,156002  Кострома  улица Симановского  дом 92/1,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ,0,,84942359392,,,https://vk.com/public139069639,,156007  Кострома  улица Ленина  дом 100-Б,,
СОЦИАЛЬНАЯ МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ И ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ,0,https://wa.me/79536549592,,79536549592,,,,Кострома  Козуева улица  дом 31  вход с торца,,
ЭКСПРЕСС  мастерская по ремонту обуви,0,,84942371331,,,,,Кострома  улица Ивана Сусанина  дом 48,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ И ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ,0,https://wa.me/79502466259,,79502466259,,,,156026  Кострома  Черноречье микрорайон  дом 3-а  цоколь,,
ПРЕСТИЖ  мастерская по ремонту обуви,0,https://wa.me/79101928883,,79101928883, ,,,Кострома  проспект Текстильщиков  дом 43,,
МАСТЕРСКАЯ ПО ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ И РЕМОНТУ ОБУВИ,0,https://wa.me/79159220083,,79159220083, ,,,156000  Кострома  проспект Мира  дом 21  ТДЦ Кострома Сити,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ,0,,84942555641,,,,,156013  Кострома  Ново-Полянская улица  дом 5  вход с торца,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ И ПОШИВУ УНТОВ,0,https://wa.me/79038959326,,79038959326,,,,156005  Кострома  Никитская улица  дом 60-а,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ,0,https://wa.me/79051509681,,79051509681,,https://vk.com/public139069639,,156010  Кострома  микрорайон Паново  дом 15  ТЦ Паново,,
ПОДКОВА  мастерская по ремонту обуви,0,,84942360263,,,,,156014  Кострома  улица Димитрова  дом 25  вход с торца,,
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ И ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ,0,https://wa.me/79536698286,,79536698286,,,,Кострома  Беговая улица  дом 39,,
