Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
Техстройконтракт,000000000,,88007000330,,t-s-c.ru,,,Ярославская область  Рыбинск  улица Труда  дом 118
Манипулятор Рыбинск,000000000,https://wa.me/79159860050,,79159860050,автоспас76.рф,http://vk.com/club132752677,,Ярославская область  Рыбинск  Плеханова улица  дом 32
Раскат,000000000,,84855203490,, ,,,152934  Ярославская область  Рыбинск  улица Труда  дом 2
Спецэнергокомплект,000000000,,84855219531,, ,,,Ярославская область  Рыбинск  улица Пушкина  дом 61
ДОРИНВЕСТ,000000000,,84855250868,, ,,,152915  Ярославская область  Рыбинск  Волочаевская улица  дом 49
Агродорснаб,000000000,,84855281920,, ,,,Ярославская область  Рыбинск  улица Танкистов  дом 8
ДорТехСервис,000000000,,84855299238,, ,,,Ярославская область  Рыбинск  Ленина проспект  дом 172-а
АвтодорСервис,000000000,,84855225941,, ,,,152909  Ярославская область  Рыбинск  Вихорева улица  дом 14
"ДОРИНВЕСТ, склад",000000000,https://wa.me/79109777525,,79109777525, ,,,Ярославская область  Рыбинск  улица Сурикова  дом 1
ИПФ Гелиат,000000000,,84855259699,, ,,,Ярославская область  Рыбинский район  поселок Тихменево  Производственная улица  дом 4
Установочный центр Drive,000000000,https://wa.me/79038216569,,79038216569,vk.com/atc_drive,http://vk.com/atc_drive,,Ярославская область  Рыбинск  Кораблестроителей улица  дом 18
OOO ПКФ Аскат,000000000,,84855221213,,tdaskat.ru,,,Ярославская область  Рыбинск  Железнодорожная улица  дом 19
Автосфера-Р,000000000,https://wa.me/79201162202,,79201162202, ,,,152915  Ярославская область  Рыбинск  1-я Выборгская улица  дом 66
CORDIANT,000000000,,88003335030,,cordiant.ru,http://vk.com/cordiant_tyres,,Ярославская область  Рыбинск  9 Мая улица  дом 53
CORDIANT,000000000,,88003335030,,cordiant.ru,http://vk.com/cordiant_tyres,,Ярославская область  Рыбинск  проспект Генерала Батова  дом 32
CORDIANT,000000000,,88003335030,,cordiant.ru,http://vk.com/cordiant_tyres,,Ярославская область  Рыбинск  улица Гоголя  дом 9
Интернет-магазин шин и дисков Cross-tyres.ru,000000000,https://wa.me/79159331011,,79159331011,rybinsk.cross-tyres.ru,,,Ярославская область  Рыбинск  Рыбинский мост  дом 67
Forum-Auto,000000000,,84855299712,, ,,,Ярославская область  Рыбинск  улица Луначарского  дом 58-а
Kolobox,000000000,,84855266111,, ,,,Ярославская область  Рыбинск  Генерала Батова проспект  дом 32
Авто запчасти,000000000,,84855250088,,,,,Ярославская область  Рыбинск  Расторгуева улица  дом 16
"AutoBoots.ru, интернет-магазин",000000000,,88005558778,,autoboots.ru,,,Ярославская область  Рыбинск  Крестовая улица  дом 109
Vianor,000000000,,88002503360,, ,,,Ярославская область  Рыбинск  улица Танкистов  дом 6/6
Эвакуатор Рыбинск,000000000,https://wa.me/79109705556,,79109705556,vk.com/evakuator76,http://vk.com/evakuator76,,152919  Ярославская область  Рыбинск  9 Мая улица  дом 5-а  корпус 1
Аспект Центр,000000000,https://wa.me/79108181441,,79108181441,,http://vk.com/evakuator76,,152915  Ярославская область  Рыбинск  Юбилейная улица  дом 41
Эвакуатор 24ч,000000000,https://wa.me/79201166936,,79201166936,,http://vk.com/evakuator76,,152900  Ярославская область  Рыбинск  улица Куйбышева  дом 25
Автоспас 76,000000000,https://wa.me/79159860050,,79159860050,автоспас76.рф,,,152935  Ярославская область  Рыбинск  улица Моторостроителей  дом 3
Горелов Д.Б.,000000000,https://wa.me/79108166682,,79108166682, ,http://vk.com/evakuator76,,152900  Ярославская область  Рыбинск  Крестовая улица  дом 45
Русский АвтоМотоКлуб,000000000,,88002507262,, ,http://vk.com/evakuator76,,152903  Ярославская область  Рыбинск  Крестовая улица  дом 105
"РЫБИНСКГАЗСЕРВИС, Волжский аварийно-эксплуатационный участок",000000000,,84855271758,,,,,Ярославская область  Рыбинск  улица Рокоссовского  дом 4  а
ПОЖАРНАЯ ЧАСТЬ № 7,000000000,,84855265725,, ,,,Ярославская область  Рыбинск  Ярославский тракт  дом 77
"ЕДИНАЯ ДЕЖУРНО-ДИСПЕТЧЕРСКАЯ СЛУЖБА, г. Рыбинск",000000000,,84855295112,,,,,Ярославская область  Рыбинск  улица Академика Губкина  дом 28
"ШВЕЙНИК, ателье",000000000,,84855222871,,,,,Ярославская область  Рыбинск  Крестовая улица  дом 62
"МОДНИЦА, салон-ателье",000000000,https://wa.me/79066330316,,79066330316,vk.com/svadebnaya_modnica,http://vk.com/svadebnaya_modnica,,Ярославская область  Рыбинск  улица Моторостроителей  дом 4
АТЕЛЬЕ,000000000,https://wa.me/79622028110,,79622028110,,,,Ярославская область  Рыбинск  улица Максима Горького  дом 1
"С ИГОЛОЧКИ, ателье-мастерская",000000000,https://wa.me/79159990663,,79159990663,vk.com/clothes_rybinsk,http://vk.com/clothes_rybinsk,,Ярославская область  Рыбинск  улица Бориса Рукавицына  дом 6
"НИКОЛЬ, ателье",000000000,https://wa.me/79108200869,,79108200869,,,,Ярославская область  Рыбинск  Крестовая улица  дом 59
"ШВЕЙМАСТЕР, мастерская",000000000,https://wa.me/79206538558,,79206538558,,,,Ярославская область  Рыбинск  улица Приборостроителей  дом 36
"У НАТАЛЬИ, ателье",000000000,https://wa.me/79807473090,,79807473090,,,,Ярославская область  Рыбинск  улица Гагарина  дом 27
"У ТАТЬЯНЫ, ателье",000000000,https://wa.me/79056351541,,79056351541, ,,,Ярославская область  Рыбинск  улица Луначарского  дом 16  г
"COTARDIE, авторское ателье",000000000,https://wa.me/79201210287,,79201210287,vk.com/alex_cotardie,http://vk.com/alex_cotardie,,Ярославская область  Рыбинск  Крестовая улица  дом 62
ШВЕЙНАЯ МАСТЕРСКАЯ,000000000,https://wa.me/79108170155,,79108170155, ,,,Ярославская область  Рыбинск  Крестовая улица  дом 109
"У ТАТЬЯНЫ, ателье",000000000,https://wa.me/79201156641,,79201156641,,,,Ярославская область  Рыбинск  9 Мая улица  дом 12  а
"ШВЕЙНЫЙ ЭКСПРЕСС, ателье",000000000,https://wa.me/79109751725,,79109751725,,,,Ярославская область  Рыбинск  проспект Генерала Батова  дом 2
"Гном, сервисный центр",000000000,,84855215778,,,http://vk.com/mk_service_rybinsk,,Ярославская область  Рыбинск  Гоголя улица  дом 1
"ФИЛОСОФИЯ В РАМКЕ, багетная студия",000000000,https://wa.me/79109675000,,79109675000,,,,Ярославская область  Рыбинск  Крестовая улица  дом 81
"ДИАЛОГ, картинная галерея",000000000,https://wa.me/79011959292,,79011959292,vk.com/dialogrybinsk,http://vk.com/dialogrybinsk,,Ярославская область  Рыбинск  Крестовая улица  дом 102
"АЛЬФА ГРУПП, строительная компания",000000000,,84855299626,, ,,,Ярославская область  Рыбинск  улица Герцена  дом 17
Магистраль-СВ,000000000,,84855250048,, ,,,Ярославская область  Рыбинск  Приборостроителей улица  дом 16
Арсенал,000000000,https://wa.me/79611627773,,79611627773,arsenal76.ru,,,Ярославская область  Рыбинск  улица Танкистов  дом 6-а
"Импульс, компания",000000000,https://wa.me/79610236788,,79610236788,rybinsk.1-top.ru,,,Ярославская область  Рыбинск  Стоялая улица  дом 13
ВПСК Феникс,000000000,,84855253437,,,,,Ярославская область  Рыбинск  9 Мая улица  дом 33
СК Мегаполис,000000000,https://wa.me/79206510774,,79206510774, ,,,Ярославская область  Рыбинск  Моторостроителей улица  дом 9
Благоустроитель,000000000,https://wa.me/79201009111,,79201009111,blagoustroitel76.ru,,,Ярославская область  Рыбинск  Рокоссовского улица  дом 16
"ТРАНСМЕТАЛЛ, компания",000000000,https://wa.me/79159657717,,79159657717,,,,Ярославская область  Рыбинск  Крестовая улица  дом 81
"МЭДЖИК, торгово-сервисный центр",000000000,,84855231870,, ,http://vk.com/magicryb,,Ярославская область  Рыбинск  улица Пушкина  дом 32
СЕРВИС-ХОЛОД,000000000,,84855251399,, ,,,Ярославская область  Рыбинск  улица Ломоносова  дом 9
"ТЕХНОСЕРВИС76, компания по ремонту бытовой техники",000000000,https://wa.me/79011995420,,79011995420, ,,,Ярославская область  Рыбинск  проспект Революции  дом 2  а
Ремонт бытовой и офисной техники,000000000,https://wa.me/79109638555,,79109638555,,http://vk.com/mk_service_rybinsk,,Ярославская область  Рыбинск  улица Максима Горького  дом 10
"Гном, сервисный центр",000000000,,84855215778,,,http://vk.com/mk_service_rybinsk,,Ярославская область  Рыбинск  Гоголя улица  дом 1
ГАЗ Сервис ИП Сундуков Газовое оборудование,000000000,,84855282010,,,,,Ярославская область  Рыбинск  улица Луначарского  дом 6
Сервисная служба Техносервис,000000000,,84855243121,,76rem.ru,http://vk.com/mk_service_rybinsk,,Ярославская область  Рыбинск  Моторостроителей улица  дом 21
"MK Service, сервисный центр",000000000,https://wa.me/79159831367,,79159831367, ,http://vk.com/mk_service_rybinsk,,Ярославская область  Рыбинск  Звёздная улица  дом 1-а
Незабудка,000000000,https://wa.me/79109638555,,79109638555,,http://vk.com/mk_service_rybinsk,,Ярославская область  Рыбинск  улица Максима Горького  дом 10
НСК,000000000,,84855222306,,nskgaz.ru,,,Ярославская область  Рыбинск  Свободы улица  дом 19
"ВОДОКАНАЛ, г. Рыбинск",000000000,,84855222978,, ,,,Ярославская область  Рыбинск  Волжская набережная  дом 10
ЭКВАТОР-ПЛЮС,000000000,https://wa.me/79038215756,,79038215756,,,,Ярославская область  Рыбинск  улица Плеханова  дом 30
ВОДЯНОЙ МАГАЗИН,000000000,,84855283066,, ,http://vk.com/vodyanoy_magazin,,Ярославская область  Рыбинск  Крестовая улица  дом 81
ЮГАМИ,000000000,,88007003290,,rybinsk.ugami.ru,http://vk.com/ugami_ru,,152934  Ярославская область  Рыбинск  Вокзальная улица  дом 1
Тепло Плюс,000000000,https://wa.me/79201394970,,79201394970, ,,,Ярославская область  Рыбинск  Большая Казанская улица  дом 26
Авангардтепло,000000000,,84855254575,, ,,,152912  Ярославская область  Рыбинск  улица Танкистов  дом 8
Инженерный центр РТС Рыбинстеплосервис,000000000,,84855251500,, ,,,Ярославская область  Рыбинск  Гоголя улица  дом 29
Официальный представитель Юнилос,000000000,,84855254245,, ,,,Ярославская область  Рыбинск  улица Ворошилова  дом 54
"Водолей, магазин",000000000,,84855220664,,,,,152900  Ярославская область  Рыбинск  улица Пушкина  дом 27
НаДим,000000000,https://wa.me/79056455667,,79056455667, ,,,152906  Ярославская область  Рыбинск  Тарасова улица  дом 14
Гарантия Тепла,000000000,https://wa.me/79206528414,,79206528414,,,,152930  Ярославская область  Рыбинск  улица Академика Губкина  дом 5
Илосос Сервис Рыбинск,000000000,https://wa.me/79066381900,,79066381900,ribinsk.ilosos-otkachka.ru,,,Ярославская область  Рыбинск  Крестовая улица  дом 20
Универсал-сервис,000000000,,84855252242,, ,,,Ярославская область  Рыбинск  Софийская улица  дом 3
ГазСтройИнвест,000000000,,84855285222,,restorationplanet.ru,,,Ярославская область  Рыбинск  Победы бульвар  дом 17
Сантехстрой76,000000000,https://wa.me/79201007036,,79201007036,santechstroy76.ru,,,Ярославская область  Рыбинск  50 лет ВЛКСМ улица  дом 32
"Регион, ТК",000000000,,84855299002,,,,,Ярославская область  Рыбинск  1-я Выборгская улица  дом 50
ИнтерстройАльянс,000000000,,84855281499,,interstroyalyans.ru,,,Ярославская область  Рыбинск  улица Танкистов  дом 8
РЫБИНСКИЙ ЛОМОПЕРЕРАБАТЫВАЮЩИЙ КОМБИНАТ,000000000,,84855327111,, ,http://vk.com/priem_metalloloma_ribinsk,,Ярославская область  Рыбинск  Пилоставная улица  дом 23  а
МЕТАЛЛ СОЮЗ,000000000,,84855281187,, ,,,Ярославская область  Рыбинск  улица Танкистов  дом 8
"МЕТКОМ, компания",000000000,https://wa.me/79080397623,,79080397623,,,,Ярославская область  Рыбинск  Ярославский тракт  дом 41  в
ПУНКТ ПРИЕМА ВТОРСЫРЬЯ,000000000,,84855210900,, ,,,Ярославская область  Рыбинск  улица Труда  дом 100
"МЕТКОМ, компания",000000000,https://wa.me/79080397623,,79080397623,,,,Ярославская область  Рыбинск  Большая Тоговщинская улица  дом 12
ЯРОСЛАВЛЬ ВТОРМА,000000000,https://wa.me/79108266399,,79108266399,yarvtorma.ru,,,Ярославская область  Рыбинск  Труда улица  дом 97
Вторцветмет,000000000,,84855253606,,,,,Ярославская область  Рыбинск  Окружная дорога  дом 6  строение А
Вторчермет НЛМК,000000000,https://wa.me/79109732030,,79109732030,nlmksever.ru,,,Ярославская область  Рыбинск  улица Труда  дом 97
АВТОГАЗРЕСУРС,000000000,,88002220114,, ,,,152934  Ярославская область  Рыбинск  улица Труда  дом 116-а
АВТОГАЗРЕСУРС,000000000,,88002220114,, ,,,152934  Ярославская область  Рыбинск  улица Труда  дом 116-а
НСК,000000000,,84855222306,,nskgaz.ru,,,Ярославская область  Рыбинск  Свободы улица  дом 19
"Antonio Merloni, компания",000000000,,84855250966,,antonio-merloni.ru,,,Ярославская область  Рыбинск  улица Суркова  дом 3  корпус В
Печать Плюс,000000000,https://wa.me/79201358575,,79201358575, ,,,Ярославская область  Рыбинск  улица Пушкина  дом 45
СЭС Эксперт,000000000,https://wa.me/79109676141,,79109676141, ,,,Ярославская область  Рыбинск  Гагарина улица  дом 6
Дезуслуги,000000000,,84855252484,, ,,,152916  Ярославская область  Рыбинск  проспект 50 лет Октября  дом 60
Департамент ЖКХ,000000000,,84855280576,,rybinsk.ru,,,Ярославская область  Рыбинск  Стоялая улица  дом 19
"МИР, управляющая компания",000000000,https://wa.me/79657262655,,79657262655,uk-mir.ru,,,Ярославская область  Рыбинск  Волжская набережная  дом 205
РАСЧЕТНО-КОНСУЛЬТАЦИОННЫЙ ПУНКТ № 92,000000000,,84855246385,,,,,Ярославская область  Рыбинск  улица Суркова  дом 3
"РЕГИОН, управляющая компания",000000000,,84855239523,,,,,Ярославская область  Рыбинск  Шлюзовая улица  дом 2
ТОПЛИВНО-СБЫТОВОЕ ПРЕДПРИЯТИЕ,000000000,,84855222069,,,,,Ярославская область  Рыбинск  улица Чкалова  дом 38
УК ЖКУ,000000000,,84855299275,,,,,Ярославская область  Рыбинск  улица Луначарского  дом 20
РАСЧЕТНО-КОНСУЛЬТАТИВНЫЙ ПУНКТ № 6,000000000,,84855231747,,,,,Ярославская область  Рыбинск  улица Моторостроителей  дом 16
РАСЧЕТНО-КАССОВЫЙ ПУНКТ № 71,000000000,,84855200434,, ,,,Ярославская область  Рыбинск  проспект 50 лет Октября  дом 52
РАСЧЕТНО-КОНСУЛЬТАЦИОННЫЙ ПУНКТ № 131,000000000,,84855251588,,,,,Ярославская область  Рыбинск  улица Захарова  дом 33
РАСЧЕТНО-КОНСУЛЬТАЦИОННЫЙ ПУНКТ № 82,000000000,,84855251548,,,,,Ярославская область  Рыбинск  Зои Космодемьянской улица  дом 5
РАСЧЕТНО-КОНСУЛЬТАЦИОННЫЙ ПУНКТ № 41,000000000,,84855251546,,,,,Ярославская область  Рыбинск  Северный проезд  дом 3
ИНФОРМАЦИОННО-РАСЧЕТНЫЙ ЦЕНТР,000000000,,84855282131,,irc-rybinsk.ru,,,Ярославская область  Рыбинск  Стоялая улица  дом 19
"ЕДИНСТВО, управляющая компания",000000000,,84855205560,,uk-edinstvo76.ru,,,Ярославская область  Рыбинск  улица Плеханова  дом 41
СТРОЙЛИФТСЕРВИС,000000000,,84855222511,, ,,,Ярославская область  Рыбинск  улица Кольцова  дом 2
"САТУРН, управляющая компания",000000000,,84855682925,,,,,Ярославская область  Рыбинск  улица Герцена  дом 93
ОБЩЕЖИТИЕ,000000000,,84855251225,,,,,Ярославская область  Рыбинск  улица Олега Кошевого  дом 5
"БИЛЛИНГОВЫЙ ЦЕНТР, информационно-расчетная компания",000000000,,84855221619,, ,,,Ярославская область  Рыбинск  Карякинская улица  дом 50
"РЫБИНСКЪ, управляющая компания",000000000,,84855252317,, ,,,Ярославская область  Рыбинск  улица Чкалова  дом 6
"АТЭКС, группа компаний",000000000,,84855231525,, ,,,Ярославская область  Рыбинск  проспект Революции  дом 2  а
ТТК-Западная Сибирь,000000000,,88007750775,, ,,,Ярославская область  Рыбинск  Румянцевская улица  дом 12
Фарс,000000000,,84855290505,,rybinsk.tv,,,152934  Ярославская область  Рыбинск  Плеханова улица  дом 10
МАСТЕРСКАЯ ПО ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ,000000000,https://wa.me/79038271881,,79038271881,,,,Ярославская область  Рыбинск  улица Герцена  дом 39
МАСТЕРСКАЯ,000000000,https://wa.me/79201026330,,79201026330,,,,Ярославская область  Рыбинск  Молодежная улица  дом 11
МАСТЕРСКАЯ,000000000,https://wa.me/79201483978,,79201483978,,,,Ярославская область  Рыбинск  улица Моторостроителей  дом 2  а
"КАНТРИ, кафе",000000000,https://wa.me/79201242196,,79201242196,,,,Ярославская область  Рыбинск  проспект Генерала Батова  дом 2  г
"CLM24, служба бытового сервиса",000000000,,88007757435,,rybinsk.clm24.ru,,,Ярославская область  Рыбинск  улица Степана Разина  дом 26
РОСТ ЛОМБАРД-СЕРВИС,000000000,https://wa.me/79610261789,,79610261789,,,,Ярославская область  Рыбинск  улица Плеханова  дом 36
Ломбард 585,000000000,,88005551585,,lombard.zoloto585.ru,,,Ярославская область  Рыбинск  Крестовая улица  дом 57
Ломбард 585,000000000,,88005551585,,lombard.zoloto585.ru,,,Ярославская область  Рыбинск  улица Герцена  дом 87
Ярославский кредит,000000000,,84855283706,,яр-кредит.рф,,,Ярославская область  Рыбинск  Гоголя улица  дом 6
Ярославский кредит,000000000,,84855280813,,яр-кредит.рф,,,152934  Ярославская область  Рыбинск  улица Герцена  дом 39
АТЕЛЬЕ ПО ПЕРЕТЯЖКЕ МЕБЕЛИ,000000000,https://wa.me/79201298211,,79201298211,vk.com/public78926758,http://vk.com/public78926758,,Ярославская область  Рыбинск  Карякинская улица  дом 56
ИП Катин А.Ю.,000000000,https://wa.me/79601720270,,79601720270, ,,,Ярославская область  Рыбинский район  деревня Малое Кстово  Дорожная улица  дом 3
"ВИАЛ, магазин мебельной фурнитуры",000000000,,84855228830,, ,,,Ярославская область  Рыбинск  50 лет ВЛКСМ улица  дом 42
"ART ПРОЕКТ, компания",000000000,https://wa.me/79159880011,,79159880011,vk.com/kuhni_shkafy_rybinsk,http://vk.com/kuhni_shkafy_rybinsk,,Ярославская область  Рыбинск  Крестовая улица  дом 109
"ДОМ КУХНИ, мебельная фабрика",000000000,https://wa.me/79159681212,,79159681212,,,,Ярославская область  Рыбинск  Крестовая улица  дом 101
"ГЛОРИЯ, мебельная компания",000000000,https://wa.me/79806621225,,79806621225,,,,Ярославская область  Рыбинск  улица Чкалова  дом 68
МЕБЕЛЬ ЗДЕСЬ,000000000,https://wa.me/79610208777,,79610208777,mebelzdes76.ru,,,Ярославская область  Рыбинск  улица Кирова  дом 18
МЕБЕЛЬНЫЙ САЛОН,000000000,https://wa.me/79109769391,,79109769391,,,,Ярославская область  Рыбинск  Крестовая улица  дом 81
"ГЛОРИЯ, мебельная компания",000000000,https://wa.me/79109695308,,79109695308,vk.com/mkgloriya,http://vk.com/mkgloriya,,Ярославская область  Рыбинск  улица Суркова  дом 2
МЕБЕЛЬНЫЙ ЭЛЕМЕНТ,000000000,,84855204434,,fasad.mebelet.com,,,Ярославская область  Рыбинск  Ярославский тракт  дом 72
"ВИАЛ, магазин мебельной фурнитуры",000000000,,84855559606,,mvial.ru,,,Ярославская область  Рыбинск  улица Моторостроителей  дом 9  Б
Fishburg,000000000,,84855289989,, ,,,Ярославская область  Рыбинск  Смирнова улица  дом 17
"Силуэт, салон мебели",000000000,https://wa.me/79038216414,,79038216414, ,,,Ярославская область  Рыбинск  улица Пушкина  дом 27
Кухни Ярмебель,000000000,,84855284285,,,,,Ярославская область  Рыбинск  Крестовая улица  дом 102
Альтернатива,000000000,https://wa.me/79108134449,,79108134449,fm76.ru,http://vk.com/r.artmebel,,Ярославская область  Рыбинск  Сысоевская улица  дом 18
"Бидермайер, производственная компания",000000000,,84855280720,, ,,,Ярославская область  Рыбинск  Крестовая улица  дом 50
Зеркальный стиль,000000000,https://wa.me/79206525924,,79206525924,zerkalnystile.ru,http://new.vk.com/kuhnyverona,,Ярославская область  Рыбинск  улица Ломоносова  дом 2
"Шик, салон мебели",000000000,,84855299868,,salon-mebeli-shik.ru,http://vk.com/ekspress.mebel,,Ярославская область  Рыбинск  Ленина проспект  дом 171-а
"Полимет, магазин",000000000,,84855295570,, ,,,152900  Ярославская область  Рыбинск  Крестовая улица  дом 20
Металлик-С,000000000,https://wa.me/79159800424,,79159800424, ,,,Ярославская область  Рыбинск  Луговая улица  дом 7
Техпромкомплект,000000000,,84855225036,,,,,Ярославская область  Рыбинск  Щепкина улица  дом 14
Мифрил,000000000,,84855251313,,mif-ril.ru,,,Ярославская область  Рыбинск  Луговая улица  дом 7
"Промэкс, компания",000000000,https://wa.me/79109776096,,79109776096, ,,,152934  Ярославская область  Рыбинск  Ярославский тракт  дом 94
Завод металлоизделий Магма-С,000000000,,84855212520,,ugol76.ru,http://vk.com/oooliderclub,,Ярославская область  Рыбинск  Ярославский тракт  дом 68
Танто,000000000,,84855251928,, ,,,152900  Ярославская область  Рыбинск  Орджоникидзе улица  дом 35
Рыбинский завод технологического оборудования БастионТех,000000000,,84855253338,,bastionteh.ru,,,Ярославская область  Рыбинск  Шекснинское шоссе  дом 1
ТПФ Бастион-Пром,000000000,,84855253337,,bastionprom.ru,,,Ярославская область  Рыбинск  Шекснинское шоссе  дом 1
Атлант-Медиа,000000000,,88001007601,,,,,Ярославская область  Рыбинск  Ярославский тракт  дом 97
Механика-Р,000000000,https://wa.me/79036952545,,79036952545,mehanika-r.ru,,,Ярославская область  Рыбинск  Ярославский тракт  дом 72-б
СЕВЕРМАШ,000000000,,84855239248,, ,,,152909  Ярославская область  Рыбинск  улица Пятилетки  дом 82
"MK Service, сервисный центр",000000000,https://wa.me/79159831367,,79159831367, ,http://vk.com/mk_service_rybinsk,,Ярославская область  Рыбинск  Звёздная улица  дом 1-а
Бастион-Пром,000000000,https://wa.me/79014856305,,79014856305,egozar.ru,http://vk.com/oooliderclub,,Ярославская область  Рыбинск  Шекснинское шоссе  дом 1
Завод металлоизделий Магма-С,000000000,,84855212520,,ugol76.ru,http://vk.com/oooliderclub,,Ярославская область  Рыбинск  Нобелевская улица  дом 39
Волстар+,000000000,,84855553940,,volstarplus.ru,http://vk.com/oooliderclub,,Ярославская область  Рыбинск  Победы бульвар  дом 17
Металлобаза Орион-Металл,000000000,,84855222929,, ,,,Ярославская область  Рыбинск  улица Танкистов  дом 8
СапожОк,000000000,https://wa.me/79051388883,,79051388883,,,,Ярославская область  Рыбинск  Звёздная улица  дом 5
АТЕЛЬЕ НА КИРОВА,000000000,https://wa.me/79036468108,,79036468108,,,,Ярославская область  Рыбинск  улица Кирова  дом 11
"СИЛВА, модный дом",000000000,,84855213686,,,,,Ярославская область  Рыбинск  Крестовая улица  дом 126
ШВЕЙНАЯ МАСТЕРСКАЯ,000000000,https://wa.me/79108170155,,79108170155, ,,,Ярославская область  Рыбинск  улица Ворошилова  дом 16
ВАШЕ АТЕЛЬЕ,000000000,https://wa.me/79108218703,,79108218703, ,,,Ярославская область  Рыбинск  улица Гагарина  дом 33
ВАШЕ АТЕЛЬЕ,000000000,https://wa.me/79108218703,,79108218703, ,,,Ярославская область  Рыбинск  улица Герцена  дом 62  а
ВАШЕ АТЕЛЬЕ,000000000,https://wa.me/79108218703,,79108218703, ,,,Ярославская область  Рыбинск  Юбилейная улица  дом 27
"ФОРМУЛА МОДЫ, ателье",000000000,https://wa.me/79610202615,,79610202615,vk.com/club125326513,http://vk.com/club125326513,,Ярославская область  Рыбинск  Крестовая улица  дом 60
ВАШЕ АТЕЛЬЕ,000000000,https://wa.me/79108218703,,79108218703, ,,,Ярославская область  Рыбинск  улица Максима Горького  дом 3
АТЕЛЬЕ,000000000,https://wa.me/79301018826,,79301018826,,,,Ярославская область  Рыбинск  Крестовая улица  дом 81
"УСПЕХ, швейная мастерская",000000000,https://wa.me/79108278220,,79108278220,,,,Ярославская область  Рыбинск  улица Кирова  дом 3/1
"МУЛЬТИ-МАСТЕР, ателье",000000000,https://wa.me/79109680822,,79109680822,,,,Ярославская область  Рыбинск  улица Кирова  дом 3  в
"АЛЫЕ ПАРУСА, магазин-ателье",000000000,,84855280504,,vk.com/club51074908,http://vk.com/club51074908,,Ярославская область  Рыбинск  улица Луначарского  дом 12
АТЕЛЬЕ,000000000,https://wa.me/79301015246,,79301015246,,,,Ярославская область  Рыбинск  Строительная улица  дом 3
Морг Рыбинск. Патологоанатомическое бюро. Круглосуточно,000000000,https://wa.me/79303922179,,79303922179,,,,152907  Ярославская область  Рыбинск  Солнечная улица  дом 57
РЫБИНСКАЯ ГОРОДСКАЯ БОЛЬНИЦА № 1,000000000,,84855242101,,www.muzgb1.ru,,,Ярославская область  Рыбинск  Солнечная улица  дом 57  к
ДАНИЛА-МАСТЕР,000000000,,84855231800,, ,http://vk.com/public62449099,,152911  Ярославская область  Рыбинск  улица Ломоносова  дом 1
STONE BISINESS MASTER,000000000,,84855282392,,kdm-rybinsk.ru,http://vk.com/public62449099,,Ярославская область  Рыбинск  Крестовая улица  дом 33
Ритуальное агентство Мемориал,000000000,,84855254477,, ,http://vk.com/public62449099,,Ярославская область  Рыбинск  Гагарина улица  дом 33
Обелиск,000000000,,84855253440,,,,,Ярославская область  Рыбинск  9 Мая улица  дом 14-б
Ритуальное агентство Вечность,000000000,,84855264522,,,,,Ярославская область  Рыбинск  Софийская улица  дом 32
Военно-мемориальная компания,000000000,,88002000710,, ,http://vk.com/public62449099,,Ярославская область  Рыбинск  Вознесенский переулок  дом 8-а
"Дом Памяти, филиал",000000000,,84855254818,,,,,Ярославская область  Рыбинск  улица Чкалова  дом 1
Дом Памяти,000000000,,84855254818,,,,,Ярославская область  Рыбинск  Софийская улица  дом 62
Обелиск,000000000,,84855253480,,,,,Ярославская область  Рыбинск  Толбухина улица  дом 27
Военно-мемориальная компания,000000000,,84855254094,, ,http://vk.com/public62449099,,Ярославская область  Рыбинск  Солнечная улица  дом 57
"Дружба, торговая компания",000000000,,84855231700,,drujba-tc.ru,,,152900  Ярославская область  Рыбинск  Ярославский тракт  дом 71
УК Седоверфь,000000000,,84855295796,,uksudoverf.ru,,,Ярославская область  Рыбинский район  поселок Судоверфь  Судостроительная улица  дом 9-а
Управляющая компания Волжский,000000000,,84855299199,, ,,,152914  Ярославская область  Рыбинск  Черняховского улица  дом 8
Управляющая компания ЖКХ-Рыбинск,000000000,,84855254365,,gkhrybinsk.com,,,Ярославская область  Рыбинск  Александровская улица  дом 5
"LE GRANDE REMONTER, мастерская по ремонту обуви",000000000,https://wa.me/79610217910,,79610217910,,,,Ярославская область  Рыбинск  улица Луначарского  дом 22
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ,000000000,https://wa.me/79622083030,,79622083030,,,,Ярославская область  Рыбинск  проспект Серова  дом 8
СапожОк,000000000,https://wa.me/79051388883,,79051388883,,,,Ярославская область  Рыбинск  Звёздная улица  дом 5
ГАЗСТРОЙ,000000000,,84855295050,,xn--76-6kclvm8apik.xn--p1ai,,,Ярославская область  Рыбинск  Ярославский тракт  дом 74  а
"ДЕМОНТАЖ-ГРУПП, компания",000000000,https://wa.me/79108218246,,79108218246,xn----7sbkbfh4biipakvt.xn--p1ai,http://vk.com/yardemgroupp,,Ярославская область  Рыбинск  улица Радищева  дом 46
ЯРОСЛАВЛЬ ВТОРМА,000000000,https://wa.me/79108266399,,79108266399,yarvtorma.ru,,,Ярославская область  Рыбинск  Труда улица  дом 97
