Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес,,
СПЕЦРЕМСЕРВИС ООО,0,,88172722669,,,,,160000  Вологда  Победы проспект  дом 26,,
ПРОМТЕХГРУПП,0,,88172547030,, ,,,160000  Вологда  улица Саммера  дом 3  офис 200,,
ВОЛОГДАГОРВОДОКАНАЛ,0,,88172750711,, ,,,160000  Вологда  Советский проспект  дом 128,,
СТРОЙМОНТАЖ,0,,88172706627,, ,,,160000  Вологда  Пошехонское шоссе  дом 18-а,,
"ЭЛЛИ, торгово-монтажная компания",0,,88172750215,, ,,,160000  Вологда  Советский проспект  дом 27,,
"ИМХОТЕП, монтажная компания",0,,88172581791,, ,,,160034  Вологда  улица Возрождения  дом 72  15 офис,,
"ПМП-ЭНЕРГО, многопрофильная компания",0,,88172283717,, ,,,160029  Вологда  Машиностроительная улица  дом 19  305 офис,,
"ДОКСТРОЙМОНТАЖ, монтажная компания",0,,88172704411,,,,,160028  Вологда  улица Гагарина  дом 144,,
"ЗЕЛЕНАЯ МИЛЯ, проектно-монтажная компания",0,https://wa.me/79115465633,,79115465633, ,,,160029  Вологда  Машиностроительная улица  дом 19  215 офис,,
"AQUA SERVICE, монтажная компания",0,,88172505029,,,,,160024  Вологда  улица Карла Маркса  дом 117,,
"ТЕХНОЛОГИИ ЭНЕРГООБЕСПЕЧЕНИЯ, торгово-монтажная компания",0,,88172784355,, ,,,160012  Вологда  улица Ветошкина  дом 76,,
"ЭЛСО БАЗА, теплотехнический холдинг",0,,88172521116,,www.vologda.elsobase.ru,,,160004  Вологда  улица Гагарина  дом 2-а,,
"СТАРТ-35, многопрофильная компания",0,https://wa.me/79005404408,,79005404408,,,,160017  Вологда  Ленинградская улица  дом 75,,
ЭКОЦЕНТР,0,,88172546060,, ,,,160000  Вологда  улица Некрасова  дом 60-а,,
СОЮЗ ООО,0,,88172724465,,,,,160031  Вологда  Хлюстова улица  дом 18-А,,
ЭКОЛАЙН,0,,88172755079,, ,,,160000  Вологда  Зосимовская улица  дом 36,,
"ЭКОПРОМ, фирма по утилизации",0,https://wa.me/79215353232,,79215353232, ,,,160001  Вологда  улица Челюскинцев  дом 9  офис 215,,
"СПЕЦИАЛИЗИРОВАННОЕ АВТОХОЗЯЙСТВО ПО САНИТАРНОЙ ОЧИСТКЕ ГОРОДА, МУП",0,,88172243881,,,,,160014  Вологда  Мудрова улица  дом 40,,
"СТРОЙСЕРВИС, строительная компания",0,,88172278808,,стройсервис35.рф,,,160014  Вологда  улица Саммера  дом 60-а  201 офис,,
"ТТК, компания, ООО ""Торгово-транспортная компания""",0,,88172751071,, ,,,160011  Вологда  Козленская улица  дом 63  41 офис  3 этаж,,
ТИТАН,0,,88172539668,, ,,,160028  Вологда  улица Гагарина  дом 86  2 этаж,,
"VOLGRUZ, компания",0,https://wa.me/79517430216,,79517430216,vk.com/volgruz,http://vk.com/volgruz,,160024  Вологда  Северная улица  дом 17  10 офис  1 этаж,,
"АЛЬБАТРОС, агентство вывоза мусора",0,https://wa.me/79535058760,,79535058760,,,,160012  Вологда  Элеваторная улица  дом 47,,
ВОЛОГОДСКИЙ ГРУЗООБОЗ,0,https://wa.me/79217220935,,79217220935,,,,160014  Вологда  улица Горького  дом 76  8 офис,,
Экология города,0,,88002509515,,экология-города.рф,,,Вологда  улица Горького  дом 87,,
Вологдапластик,0,https://wa.me/79815026477,,79815026477,,,,Вологда  Ананьинская улица  дом 32-а,,
РемСтрой,0,,88172500949,, ,,,Вологда  улица Карла Маркса  дом 14,,
ТЭС,0,,88172546397,,tes35.ru,,,Вологда  улица Некрасова  дом 60-а,,
Усть-Кубинский Водопровод,0,,88175321478,,uste.1-top.ru,,,Вологодская область  Устье  Октябрьская улица  дом 67,,
ЦЕНТР ПЕРЕПЛАНИРОВКИ И РЕКОНСТРУКЦИИ,0,https://wa.me/79217131300,,79217131300, ,http://vk.com/pereplanirovka35,,160000  Вологда  Советский проспект  дом 35-а  2 этаж,,
"МОЙ ДОМ, строительная фирма",0,https://wa.me/79062922029,,79062922029,moydom444.nethouse.ru,http://vk.com/vologdanvr35,,160032  Вологда  Архангельская улица  дом 17  1 офис,,
ЦЕНТР ПРОФЕССИОНАЛЬНОГО ПРОЕКТИРОВАНИЯ,0,https://wa.me/79218328857,,79218328857, ,,,160012  Вологда  Козленская улица  дом 86-а,,
"ЮНИКОМ - СОЮЗ, оптовый склад",0,https://wa.me/79115017130,,79115017130, ,http://vk.com/club136297898,,160026  Вологда  улица Преображенского  дом 22-б  корпус 2,,
ИП РАЗИН Е. А.,0,https://wa.me/79218268082,,79218268082, ,http://vk.com/club136297898,,160032  Вологда  Осановский проспект  дом 37-а,,
Ритуал Онлайн,0,https://wa.me/79115244102,,79115244102,ritualonline.ru,http://vk.com/club136297898,,Вологда  Ленинградская улица  дом 68,,
ОТДЕЛЕНИЕ ПОЧТОВОЙ СВЯЗИ № 34,0,,88172536408,,,,,160034  Вологда  Ленинградская улица  дом 93,,
ОТДЕЛЕНИЕ ПОЧТОВОЙ СВЯЗИ № 1,0,,88172720633,,,,,160000  Вологда  улица Мира  дом 38,,
ОТДЕЛЕНИЕ ПОЧТОВОЙ СВЯЗИ № 11,0,,88172753204,,,,,160000  Вологда  улица Герцена  дом 61,,
№ 27 ОТДЕЛЕНИЕ ПОЧТОВОЙ СВЯЗИ,0,,88172729069,,,,,160027  Вологда  Благовещенская улица  дом 9,,
ОТДЕЛЕНИЕ ПОЧТОВОЙ СВЯЗИ № 13,0,,88172737596,,,,,160000  Вологда  улица Можайского  дом 60-А,,
ОТДЕЛЕНИЕ ПОЧТОВОЙ СВЯЗИ № 22,0,,88172717229,,,,,160000  Вологда  Пошехонское шоссе  дом 21,,
ОТДЕЛЕНИЕ ПОЧТОВОЙ СВЯЗИ № 35,0,,88172721634,,,,,160000  Вологда  Пушкинская улица  дом 16,,
ОТДЕЛЕНИЕ ПОЧТОВОЙ СВЯЗИ № 2,0,,88172530054,,,,,160002  Вологда  улица Тендрякова  дом 2,,
ОТДЕЛЕНИЕ ПОЧТОВОЙ СВЯЗИ № 23,0,,88172737432,,,,,160023  Вологда  Молодежная улица  дом 5-Б,,
ОТДЕЛЕНИЕ ПОЧТОВОЙ СВЯЗИ № 18,0,,88172729539,,,,,160000  Вологда  поселок Федотово  дом 3,,
ОТДЕЛЕНИЕ ПОЧТОВОЙ СВЯЗИ № 33,0,,88172745808,,,,,160033  Вологда  улица Дзержинского  дом 37,,
ОТДЕЛЕНИЕ ПОЧТОВОЙ СВЯЗИ № 4,0,,88172216750,,,,,160000  Вологда  проспект Победы  дом 70,,
ТЕЛЕГРАФ ВОЛОГОДСКИЙ ОБЪЕДИНЕННЫЙ УЗЕЛ СВЯЗИ,0,,88172720559,,,,,160000  Вологда  Зосимовская улица  дом 103,,
ОТДЕЛЕНИЕ ПОЧТОВОЙ СВЯЗИ № 17,0,,88172710721,,,,,160017  Вологда  Тепличный микрорайон  дом 2,,
ОТДЕЛЕНИЕ ПОЧТОВОЙ СВЯЗИ № 32,0,,88172739430,,,,,160000  Вологда  Технический переулок  дом 46-Б,,
№ 23 ОТДЕЛЕНИЕ ПОЧТОВОЙ СВЯЗИ,0,,88172737432,,,,,160023  Вологда  Молодежная улица  дом 5-Б,,
ОТДЕЛЕНИЕ ПОЧТОВОЙ СВЯЗИ № 26,0,,88172531740,,,,,160026  Вологда  улица Щетинина  дом 21,,
ОКА ПРАЧЕЧНАЯ № 2,0,,88172720315,,,,,160000  Вологда  Советский проспект  дом 125,,
ОКА,0,,88172544564,, ,,,160000  Вологда  Горького улица  дом 39-А,,
"ОКА, прачечная, МУП",0,,88172216479,,,,,160012  Вологда  Советский проспект  дом 125,,
"КАРЛСОН, прачечная",0,,88172270388,, ,http://vk.com/karlson35,,160009  Вологда  улица Мальцева  дом 52  цокольный этаж,,
СЕТЬ ХИМЧИСТОК,0,https://wa.me/79315034280,,79315034280,,http://vk.com/karlson35,,160034  Вологда  Псковская улица  дом 2  2 этаж,,
"АКВАСЕРВИС, прачечная",0,https://wa.me/79115076763,,79115076763, ,http://vk.com/karlson35,,160012  Вологда  Советский проспект  дом 125,,
"АКВАСЕРВИС, прачечная",0,https://wa.me/79115076763,,79115076763,,http://vk.com/karlson35,,160000  Вологда  улица Саммера  дом 53-а,,
Вологда клининг,0,,88172705021,, ,http://vk.com/karlson35,,Вологда  Пушкинская улица  дом 11,,
"АМАЛЬГАМАРАСС, производственная компания",0,https://wa.me/79216801785,,79216801785, ,,,160021  Вологда  Ананьинская улица  дом 2,,
"МОНУМЕНТ, магазин ритуальных принадлежностей",0,,88172505480,, ,http://vk.com/public172148848,,Вологда  Пошехонское шоссе  дом 39,,
АРТ-МОНУМЕНТ,0,https://wa.me/79115010059,,79115010059,xn----7sbbhfgyarnfmsbe4cyo.xn--p1ai,,,160000  Вологда  Благовещенская улица  дом 2,,
"АНГЕЛ-СВК, бюро ритуальных услуг",0,https://wa.me/79218264714,,79218264714, ,,,160000  Вологда  Зосимовская улица  дом 53,,
КАМЕНЬ КАРЕЛИИ,0,https://wa.me/79115453333,,79115453333,vk.com/kamenkarel35,http://vk.com/kamenkarel35,,160004  Вологда  Ленинградская улица  дом 34,,
"ОРИОН, компания",0,https://wa.me/79218202410,,79218202410,,,,160012  Вологда  Советский проспект  дом 55-а,,
"ВЕЧНОСТЬ, ритуальная фирма",0,,88172716888,,,,,160022  Вологда  Пошехонское шоссе  дом 22/1,,
"ИСКУССТВЕННЫЕ ЦВЕТЫ, магазин",0,https://wa.me/79212304549,,79212304549,,,,160010  Вологда  Залинейная улица  дом 26/6,,
"ГРАНИТ КАРЕЛИИ, магазин ритуальных принадлежностей",0,,88172505480,,,,,160002  Вологда  Ленинградская улица  дом 140,,
"ВЕЧНАЯ ПАМЯТЬ, ритуальное агенство",0,,88172701006,,,,,160012  Вологда  Советский проспект  дом 64,,
"ВРК, ритуальная компания",0,https://wa.me/79115351143,,79115351143,,,,160014  Вологда  Комсомольская улица  дом 4,,
НАТРОН,0,,88172715550,, ,,,160000  Вологда  Пошехонское шоссе  дом 29-А,,
РИТУАЛ-СПЕЦСЛУЖБА,0,,88172750504,, ,http://vk.com/svetlaypamyat35  http://vk.com/svetlaypamyat35,,160000  Вологда  Советский проспект  дом 53,,
"СМИРНОВ В. Н., ЧП",0,,88172546453,, ,,,160000  Вологда  Чернышевского улица  дом 8,,
МАСТЕРСКАЯ РИТУАЛЬНЫХ УСЛУГ,0,,88172722611,,,,,160000  Вологда  Козленская улица  дом 64-А,,
НАТРОН ООО,0,,88172730999,,www.natron35.ru,http://vk.com/svetlaypamyat35,,160000  Вологда  улица Дзержинского  дом 12,,
"ВЕЧНОСТЬ, ритуальная фирма",0,,88172743600,,,,,Вологда  Горка улица  дом 2-А,,
ДАЧНИК,0,,88172760119,,,,,160000  Вологда  Ленина улица  дом 9,,
"ПАЛИСАД, магазин",0,,88172543453,,,,,160004  Вологда  переулок Чернышевского  дом 76,,
ЦЕНТР ГИГИЕНЫ И ЭПИДЕМИОЛОГИИ ПО ЖЕЛЕЗНОДОРОЖНОМУ ТРАНСПОРТУ,0,,88172711248,, ,,,160023  Вологда  Планерная улица  дом 18  а,,
ЧИСТЫЙ ДОМ,0,,88172713321,,,,,160000  Вологда  Пошехонское шоссе  дом 14-А,,
ЦЕНТР ГИГИЕНЫ И ЭПИДЕМИОЛОГИИ,0,,88172769510,, ,,,160000  Вологда  проспект Победы  дом 33,,
"ЦЕНТР ГИГИЕНЫ И ЭПИДЕМИОЛОГИИ, филиал, ФБУЗ",0,,88175821753,, ,,,161250  Вологодская область  Вашкинский район  село Липин Бор  50 лет ВЛКСМ улица  дом 2-А,,
"ТЕПЛОТЭН, торговый дом",0,https://wa.me/79005379191,,79005379191, ,https://vk.com/teploten35,,160002  Вологда  улица Щетинина  дом 7,,
"ЭЛЕКТРОМЕХАНИКА, торговая компания",0,,88172535310,, ,,,160000  Вологда  Ленинградская улица  дом 71,,
"СЕВЕРГАЗПРОМ, строительно-монтажная компания",0,https://wa.me/79815001050,,79815001050, ,http://vk.com/scorpion35vologda,,160019  Вологда  улица Чернышевского  дом 147,,
САНТЕХМОНТАЖСТРОЙ,0,,88172700248,, ,http://vk.com/club42516212,,160000  Вологда  улица Саммера  дом 51,,
ТЕХНО-СЕРВИС,0,,88172784062,, ,,,160000  Вологда  улица Герцена  дом 63-Б,,
ТЕПЛОКОМ,0,,88172715627,, ,,,160022  Вологда  улица Трактористов  дом 16,,
"ЭЛЛИ, торгово-монтажная компания",0,,88172750215,, ,,,160000  Вологда  Советский проспект  дом 27,,
"САНСИТИ, салон сантехнического оборудования",0,,88172266157,, ,,,160002  Вологда  Ленинградская улица  дом 146  2 этаж,,
"ЗЕЛЕНАЯ МИЛЯ, проектно-монтажная компания",0,https://wa.me/79115465633,,79115465633, ,,,160029  Вологда  Машиностроительная улица  дом 19  215 офис,,
"АВТОНОМНЫЕ СИСТЕМЫ, торгово-монтажная компания",0,,88172504089,, ,https://vk.com/aversvologda,,160000  Вологда  улица Александра Клубова  дом 7  2 этаж  офис 6,,
"ЭКОПЛАСТ, производственное объединение",0,,88172784172,, ,,,160009  Вологда  улица Чехова  дом 37  38 офис,,
"СЕВЕРПРОЕКТ, торгово-монтажная компания",0,,88172700923,, ,,,160017  Вологда  Ленинградская улица  дом 81,,
"САЛОН ОТОПЛЕНИЯ, торгово-монтажная компания",0,,88172728828,, ,,,160031  Вологда  улица Чехова  дом 1,,
"ЭКОПЛАСТ, производственное объединение",0,,88172728828,,,,,160012  Вологда  Промышленная улица  дом 10,,
"ГИДРОТЕПЛОСИСТЕМА, торговая компания",0,,88172739464,, ,,,160032  Вологда  Архангельская улица  дом 3,,
"ПРОФСТРОЙ 2011, строительно-монтажная компания",0,,88172549795,, ,,,160014  Вологда  улица Саммера  дом 3  420 офис  4 этаж,,
"ТЕРМЕКС-СЕВЕРО-ЗАПАД, торговая компания",0,,88003330023,, ,,,160028  Вологда  улица Гагарина  дом 89  13 кабинет,,
"ТЕТ-А-ТЕТ, служба знакомств",0,,88172758318,, ,,,160009  Вологда  улица Ветошкина  дом 23,,
Проект Рмэс (Русская модель эффективного соблазнения). Тренинги по знакомству и соблазнению женщин,0,https://wa.me/79115490389,,79115490389,rmes35.ru,,,Вологда  Зосимовская улица  дом 11-а,,
Агентство знакомств,0,https://wa.me/79517476393,,79517476393,,,,Вологда  улица Саммера  дом 3,,
"Надолго и всерьез, клуб знакомств",0,,88172708670,, ,,,Вологда  Комсомольская улица  дом 55,,
"ШАНС, служба знакомств и создания семьи",0,https://wa.me/79005031195,,79005031195,chance-love.ru,,,160032  Вологда  Воркутинская улица  дом 16  16 офис,,
ГЛАВНОЕ УПРАВЛЕНИЕ МЧС,0,,88172721105,, ,,,160000  Вологда  Мальцева улица  дом 41,,
ЦЕНТР ГРАЖДАНСКОЙ ЗАЩИТЫ г. ВОЛОГДЫ,0,,88172755649,,,,,160000  Вологда  улица Каменный мост  дом 6,,
ПОИСКОВО-СПАСАТЕЛЬНАЯ БАЗА ГРАЖДАНСКОЙ АВИАЦИИ,0,,88172553622,,,,,160000  Вологда,,
"ГИБДД, УМВД",0,,88172530700,, ,http://vk.com/servicepoisk,,160000  Вологда  Гагарина улица  дом 66,,
Справочник учебных заведений профессионального образования в Вологодской области,0,,88172782981,,vladggu.ru,http://vk.com/servicepoisk,,Вологда  улица Чехова  дом 27,,
Служба Поиск,0,,88172504524,,vk.com/servicepoisk,http://vk.com/servicepoisk,,Вологда  улица Герцена  дом 65,,
МИР ГАЗОВОГО ОБОРУДОВАНИЯ,0,,88172531318,,устюггазсервис.рф,,,160000  Вологда  Ленинградская улица  дом 87,,
Теплосервис,0,,88172767831,, ,,,Вологда  Машиностроительная улица  дом 26,,
СТУДИЯ ОХОТНИЧЬИХ ТРОФЕЕВ,0,,88172541525,,www.trofey2006.narod.ru,,,160035  Вологда  улица Рубцова  дом 9,,
"ZOOM, торгово-сервисный центр",0,,88172702675,, ,http://vk.com/club19596765,,160002  Вологда  Ленинградская улица  дом 146  цокольный этаж,,
БЫВАЛОВСКИЙ СЕРВИСНЫЙ ЦЕНТР,0,,88172716453,,мастер-вологда.рф,,,160000  Вологда  Ярославская улица  дом 30,,
ТЕЛЕМАСТЕРСКАЯ,0,,88172755825,,,,,160000  Вологда  Козленская улица  дом 40,,
"ВОЛОГДАГОРТЕПЛОСЕТЬ, МУП",0,,88172752164,, ,,,160000  Вологда  улица Яшина  дом 8-А,,
ГОРТЕПЛОСЕРВИС,0,,88172527880,, ,,,160000  Вологда  улица Кирова  дом 78-А,,
ТЕПЛОСИЛА,0,,88172721230,,,,,160000  Вологда  Пошехонское шоссе  дом 18,,
ВОЛОГДАГОРТЕПЛОСЕТЬ,0,,88172216388,,,,,160000  Вологда  Советский проспект  дом 125-А,,
"ЖИЛТЕХНИК, котельная",0,,88172545094,,,,,Вологда  Комсомольская улица  дом 7-б,,
"СЕРВЕРЭНГЕРГОСЕРВИС, сервисное предприятие",0,,88172721629,,,,,160000  Вологда  Челюскинцев улица  дом 9  офис 402-407,,
"ТЕПЛИЧНЫЙ, сельскохозяйственное предприятие, котельная",0,,88172719224,, ,,,160026  Вологда  Ярославская улица  дом 9,,
"АГРОСКОН, котельная",0,,88172245408,, ,,,160014  Вологда  Доронинская улица  дом 48,,
ВОЖЕГСКИЕ ЭЛЕКТРОТЕПЛОСЕТИ,0,,88174421434,,,,,162160  Вологодская область  Вожега  Советский переулок  дом 3,,
СПЕЦИАЛИЗИРОВАННАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ,0,,88172536178,, ,,,160000  Вологда  улица Возрождения  дом 72,,
"МИР ПРАЗДНИКА, магазин",0,https://wa.me/79814434014,,79814434014,vk.com/mirprazdnikaa,http://vk.com/mirprazdnikaa,,160034  Вологда  Ленинградская улица  дом 95-а,,
НЕРУМ ООО,0,,88172757455,,vologdalen.ru,,,160000  Вологда  Советский проспект  дом 135-А,,
БЕЛОРУССКИЙ ТРИКОТАЖ,0,,88172716200,,,,,160000  Вологда  Новгородская улица  дом 35,,
АТЕЛЬЕ ЕЛЕНЫ РОЛИЧ,0,,88172724977,, ,http://vk.com/club32516757,,160000  Вологда  Козленская улица  дом 35  112-а офис  1 этаж,,
"ДОРОФЕЙ, сеть ателье",0,,88172708079,,www.dorofey-studio.ru,http://vk.com/club32516757,,160022  Вологда  Ярославская улица  дом 32  2 этаж,,
"ДОРОФЕЙ, сеть ателье",0,,88172708072,,www.dorofey-studio.ru,,,160014  Вологда  улица Горького  дом 122  2 этаж,,
"ДОРОФЕЙ, сеть ателье",0,,88172708071,,www.dorofey-studio.ru,http://vk.com/club80002082,,160025  Вологда  улица Маршала Конева  дом 5-Б  2 этаж,,
"ДОРОФЕЙ, сеть ателье",0,,88172708076,,www.dorofey-studio.ru,,,160034  Вологда  Псковская улица  дом 2  2 этаж,,
АВТОРСКОЕ АТЕЛЬЕ АННЫ РАСТОРГУЕВОЙ,0,,88172500786,, ,,,160001  Вологда  проспект Победы  дом 8,,
"ШПУЛЬКА, ателье",0,https://wa.me/79115485126,,79115485126,,http://vk.com/club32516757,,160001  Вологда  улица Чехова  дом 13,,
АТЕЛЬЕ,0,https://wa.me/79218207248,,79218207248, ,http://vk.com/club32516757,,160000  Вологда  улица Мира  дом 12  2 этаж,,
АТЕЛЬЕ ЕЛЕНЫ РОЛИЧ,0,,88172522214,,,http://vk.com/club73722681,,160002  Вологда  улица Южакова  дом 3  цоколь,,
"РЕШЕЛЬЕ, сеть ателье",0,https://wa.me/79115362757,,79115362757,,http://vk.com/club32516757,,160029  Вологда  Фрязиновская улица  дом 20  1 этаж,,
Вологодский трубочист,0,,88172560859,, ,,,Вологда  Ленинградская улица  дом 140-а,,
МИССИС КЛИНИНГ,0,,88172292877,, ,http://vk.com/cliningvologda,,160000  Вологда  улица Вологодская слобода  дом 12,,
КЛИНИНГ-СЕРВИС,0,,88172515656,, ,http://vk.com/ladya35,,160000  Вологда  Ленинградская улица  дом 146,,
"СЕРВИС КЛИНИНГ, фирма по профессиональной уборке",0,,88172501259,, ,http://vk.com/club73301076,,160000  Вологда  Машиностроительная улица  дом 19  офис 221,,
"ЗОЛУШКА, клининговая компания",0,https://wa.me/79217130139,,79217130139,www.zolushka-35.ru,,,160032  Вологда  Архангельская улица  дом 17,,
"ЗОЛУШКА, клининговая компания",0,,88172581303,, ,,,160009  Вологда  улица Чехова  дом 36,,
"ГАРАНТ КЛИНИНГ, клининговая компания",0,,88172501508,, ,,,160009  Вологда  улица Мира  дом 80  цокольный этаж,,
"ГАРАНТ КЛИНИНГ, клининговая компания",0,,88172759000,,www.garant-clining.ru,http://vk.com/ladya35,,160012  Вологда  улица Ветошкина  дом 76,,
"СЛУЖБА БЫТА, многопрофильная компания",0,,88172703870,,www.vologdasb.ru,,,160000  Вологда,,
"МАСТЕР КЛИНИНГ, клининговая компания",0,,88172270388,, ,http://vk.com/club73301076,,160009  Вологда  улица Мальцева  дом 52  цоколь,,
"GLOSSKLIN, клининговая компания",0,https://wa.me/79517362021,,79517362021,,,,160034  Вологда  улица Возрождения  дом 72,,
"ВОЛОГДА КЛИНИНГ, клининговая компания",0,,88172700342,,clean35.ru,,,160000  Вологда  проспект Победы  дом 61  107 офис  1 этаж,,
"ВАШ ДОМ, клининговая компания",0,,88172530602,, ,,,160004  Вологда  Гончарная улица  дом 4-а  корпус 3  6 офис,,
"ЭКСПЕРТ, сервисная компания",0,,88172264179,, ,,,160022  Вологда  Пошехонское шоссе  дом 18  корпус В  3 этаж,,
"КОМФОРТ КЛИНИНГ, компания",0,,88172293929,, ,http://vk.com/ladya35  http://vk.com/club73301076,,160022  Вологда  Пошехонское шоссе  дом 48,,
ХИМЧИСТКА,0,,88172503474,, ,http://vk.com/club73301076,,160019  Вологда  улица Добролюбова  дом 53,,
"ОБРАЗ ЖИЗНИ, клининговая компания",0,https://wa.me/79005507550,,79005507550, ,https://vk.com/oj35ru,,160000  Вологда  Ярославская улица  дом 25-а,,
"ЛАДЬЯ, многопрофильная компания",0,https://wa.me/79005537678,,79005537678,vk.com/ladya35,http://vk.com/ladya35  http://vk.com/club73301076,,160019  Вологда  улица Горького  дом 45,,
"МИР ЧИСТОТЫ, торговая компания",0,,88172505201,, ,,,160022  Вологда  Пошехонское шоссе  дом 18-к  С,,
"МИР ЧИСТОТЫ, торговая компания",0,,88172213875,,,,,Вологда  Северная улица  дом 34,,
"ЕВРОМАРКЕТ, торговая компания",0,,88172513608,, ,,,160002  Вологда  Лечебная улица  дом 15,,
"МАГМЕД, торговая компания",0,,88172700293,, ,,,160032  Вологда  Архангельская улица  дом 5,,
"ЕВРОМАРКЕТ, торговая компания",0,,88172702102,,chisto35.ru,,,160002  Вологда  Ленинградская улица  дом 144,,
НОВАЯ ХУДОЖЕСТВЕННАЯ ФОТОГРАФИЯ ИП,0,,88172750137,,,,,160000  Вологда  Октябрьская улица  дом 51,,
УЛЬЯШОВ О.В. ЧП,0,,88172723154,,,,,160000  Вологда  улица Мира  дом 9,,
ФОТОМИР,0,,88172250436,,,,,160001  Вологда  улица Батюшкова  дом 7,,
"ПАПАРАЦЦИ, фотоцентр",0,,88172726119,,www.paparazzy.ru,,,160001  Вологда  проспект Победы  дом 19,,
ФОТОЛАБОРАТОРИЯ,0,,88172795093,,,,,160035  Вологда  Благовещенская улица  дом 4,,
ФОТОПРИНТ,0,https://wa.me/79005361166,,79005361166,fp35.ru,http://vk.com/photoprint  https://vk.com/shalyustudio  http://vk.com/club21747818,,160000  Вологда  улица Мира  дом 12,,
ФОТОЦЕНТР,0,https://wa.me/79626686171,,79626686171,vk.com/foto111,http://vk.com/foto111  https://vk.com/fotoproficentr,,160032  Вологда  Воркутинская улица  дом 8,,
"ОТДЕЛ КАДРОВ, фотоцентр",0,https://wa.me/79218339726,,79218339726,,https://vk.com/fotoproficentr,,160034  Вологда  Костромская улица  дом 4,,
ФОТОСАЛОН НАТАЛЬИ МАСКАЕВОЙ,0,,88172501333,, ,http://vk.com/fotosalonmaskaeva  http://vk.com/sharstudia  http://vk.com/club28727359  http://vk.com/club28727359,,160034  Вологда  Новгородская улица  дом 2-а,,
"СТУДИЯ КОЛИБРИ, фотоцентр",0,,88172704325,, ,http://vk.com/foto111,,160001  Вологда  Благовещенская улица  дом 26  107 офис  1 этаж,,
"AMOUR, фотовидеостудия",0,,88172501775,, ,http://vk.com/daydream_studio  http://vk.com/mtvologda,,160009  Вологда  улица Мира  дом 82  516 офис  5 этаж,,
"ОТДЕЛ КАДРОВ, фотоцентр",0,https://wa.me/79218339744,,79218339744,,https://vk.com/fotoproficentr,,160022  Вологда  Ярославская улица  дом 32,,
ФОТОСАЛОН,0,https://wa.me/79115022604,,79115022604,,http://vk.com/foto111,,160000  Вологда  улица Мира  дом 9  цоколь,,
ФОТОСАЛОН,0,https://wa.me/79215339399,,79215339399,,http://vk.com/fotosalonmaskaeva  http://vk.com/sharstudia  http://vk.com/club28727359  http://vk.com/club28727359,,160000  Вологда  Козленская улица  дом 35,,
"ПРОФИ, фотоцентр",0,https://wa.me/79210642010,,79210642010,,http://vk.com/foto111,,160001  Вологда  улица Батюшкова  дом 18,,
"ЭКСПРЕСС ФОТО НА ДОКУМЕНТЫ, фото-центр",0,https://wa.me/79114430213,,79114430213,vologda-foto.ucoz.ru,https://vk.com/fotoproficentr,,160000  Вологда  Зосимовская улица  дом 40  магазин ЗАМКИ,,
"MAIL BOXES ETC, центр бизнес услуг",0,,88172721001,,www.mbe-express.ru,,,160001  Вологда  Благовещенская улица  дом 35,,
"АЛЛЕГРО, фотоцентр",0,https://wa.me/79115287112,,79115287112,,http://vk.com/club66773990,,160014  Вологда  улица Добролюбова  дом 26  2 этаж,,
"ФОКУС, фотоцентр",0,,88172505516,, ,http://vk.com/foto111,,160011  Вологда  улица Герцена  дом 68  1 этаж,,
"ФОКУС, фотоцентр",0,,88172505516,,fcfokus.ru,http://vk.com/smile_35,,160017  Вологда  Ленинградская улица  дом 81  1 этаж,,
"ФОТОЦЕНТР, ИП Баланов Л.М.",0,https://wa.me/79114416835,,79114416835, ,http://vk.com/club21747818  http://vk.com/studiocentr  http://vk.com/twolevel  http://vk.com/kashinstudio.vologda,,160000  Вологда  улица Мира  дом 12,,
"CHEESE PHOTO, фотосалон",0,https://wa.me/79005345665,,79005345665,vk.com/cheese_vologda_leon,http://vk.com/cheese_vologda_leon  http://vk.com/propaganda35,,160002  Вологда  Ленинградская улица  дом 144,,
ЦИФРОГРАД,0,,88172511888,,,,,160000  Вологда  Костромская улица  дом 4,,
ДАНКО+,0,,88172767136,,,,,160000  Вологда  Зосимовская улица  дом 14  2-й эт.,,
"ФОТОМИР, ЧП",0,,88172210436,,,,,160000  Вологда  улица Батюшкова  дом 7,,
"INSTALAND.RU, компания по услугам печати фотографий",0,https://wa.me/79210699344,,79210699344,instaland.ru,https://vk.com/instalandru  http://vk.com/smile_35  http://vk.com/artel_vologda,,160000  Вологда  улица Прядильщиков  дом 10,,
"МАСТЕРСКАЯ УЛЫБОК, фотостудия",0,,88172503530,, ,http://vk.com/fotosmile35,,160019  Вологда  улица Чернышевского  дом 118-в,,
"ДОМ С ЛИЛИЯМИ, арт пространство",0,,88172544184,,vk.com/domlily,http://vk.com/domlily,,160000  Вологда  улица Чернышевского  дом 17,,
ФОТОПРИНТ,0,https://wa.me/79005361166,,79005361166,fp35.ru,http://vk.com/photoprint  https://vk.com/shalyustudio  http://vk.com/club21747818,,160000  Вологда  улица Мира  дом 12,,
